date,season,team,player,club,competition,minutes,starts,goals,assists,xg,xa,cards,source_url
2020-06-01,2019-2020,Scotland,Scotland Player 6,Scotland FC,Sample club season,446,4,2.08,1.77,3.5,1.99,2.79,synthetic://sample-data
2020-06-01,2019-2020,Scotland,Scotland Player 7,Scotland FC,Sample club season,1152,12,0.0,2.73,1.09,2.44,3.79,synthetic://sample-data
2020-06-01,2019-2020,Scotland,Scotland Player 8,Scotland FC,Sample club season,1718,19,0.56,2.12,0.39,2.21,2.3,synthetic://sample-data
2020-06-01,2019-2020,Senegal,Senegal Player 1,Senegal FC,Sample club season,2136,23,1.84,1.84,1.38,2.44,5.47,synthetic://sample-data
2020-06-01,2019-2020,Senegal,Senegal Player 2,Senegal FC,Sample club season,2731,30,0.0,0.0,0.43,0.36,6.05,synthetic://sample-data
2020-06-01,2019-2020,Senegal,Senegal Player 3,Senegal FC,Sample club season,2955,32,3.72,1.78,4.71,2.48,5.14,synthetic://sample-data
2020-06-01,2019-2020,Senegal,Senegal Player 4,Senegal FC,Sample club season,2215,24,1.02,3.5,0.48,3.53,2.17,synthetic://sample-data
2020-06-01,2019-2020,Senegal,Senegal Player 5,Senegal FC,Sample club season,3147,34,0.0,0.76,0.1,1.63,4.41,synthetic://sample-data
2020-06-01,2019-2020,Senegal,Senegal Player 6,Senegal FC,Sample club season,1325,14,0.21,3.11,1.47,2.82,3.32,synthetic://sample-data
2020-06-01,2019-2020,Senegal,Senegal Player 7,Senegal FC,Sample club season,560,6,3.92,2.02,3.5,1.34,3.93,synthetic://sample-data
2020-06-01,2019-2020,Senegal,Senegal Player 8,Senegal FC,Sample club season,1784,19,3.93,0.88,3.93,0.59,4.08,synthetic://sample-data
2020-06-01,2019-2020,Serbia,Serbia Player 1,Serbia FC,Sample club season,2263,25,0.99,0.0,2.05,0.0,4.37,synthetic://sample-data
2020-06-01,2019-2020,Serbia,Serbia Player 2,Serbia FC,Sample club season,1982,22,3.74,0.58,4.68,0.6,6.17,synthetic://sample-data
2020-06-01,2019-2020,Serbia,Serbia Player 3,Serbia FC,Sample club season,2523,28,0.0,0.86,0.54,1.65,3.95,synthetic://sample-data
2020-06-01,2019-2020,Serbia,Serbia Player 4,Serbia FC,Sample club season,1809,20,0.0,0.0,0.0,0.0,3.68,synthetic://sample-data
2020-06-01,2019-2020,Serbia,Serbia Player 5,Serbia FC,Sample club season,3216,35,0.0,0.0,1.36,0.77,0.1,synthetic://sample-data
2020-06-01,2019-2020,Serbia,Serbia Player 6,Serbia FC,Sample club season,1612,17,1.81,1.15,2.3,1.52,1.25,synthetic://sample-data
2020-06-01,2019-2020,Serbia,Serbia Player 7,Serbia FC,Sample club season,419,4,2.03,0.15,2.13,0.3,0.99,synthetic://sample-data
2020-06-01,2019-2020,Serbia,Serbia Player 8,Serbia FC,Sample club season,952,10,3.15,1.38,2.44,2.14,2.6,synthetic://sample-data
2020-06-01,2019-2020,South Korea,South Korea Player 1,South Korea FC,Sample club season,3388,37,0.0,1.23,0.0,0.52,2.06,synthetic://sample-data
2020-06-01,2019-2020,South Korea,South Korea Player 2,South Korea FC,Sample club season,2284,25,0.0,0.61,0.73,0.6,3.29,synthetic://sample-data
2020-06-01,2019-2020,South Korea,South Korea Player 3,South Korea FC,Sample club season,2629,29,0.63,0.52,0.0,0.0,5.73,synthetic://sample-data
2020-06-01,2019-2020,South Korea,South Korea Player 4,South Korea FC,Sample club season,2915,32,0.0,0.6,0.03,0.28,2.69,synthetic://sample-data
2020-06-01,2019-2020,South Korea,South Korea Player 5,South Korea FC,Sample club season,3414,37,1.34,1.15,2.95,1.13,5.64,synthetic://sample-data
2020-06-01,2019-2020,South Korea,South Korea Player 6,South Korea FC,Sample club season,1260,14,1.68,1.02,2.28,1.72,1.47,synthetic://sample-data
2020-06-01,2019-2020,South Korea,South Korea Player 7,South Korea FC,Sample club season,1786,19,1.25,1.08,1.72,1.46,0.92,synthetic://sample-data
2020-06-01,2019-2020,South Korea,South Korea Player 8,South Korea FC,Sample club season,1348,14,2.87,1.16,3.38,1.56,2.92,synthetic://sample-data
2020-06-01,2019-2020,Spain,Spain Player 1,Spain FC,Sample club season,2812,31,3.18,2.27,3.69,1.81,2.51,synthetic://sample-data
2020-06-01,2019-2020,Spain,Spain Player 2,Spain FC,Sample club season,2665,29,2.39,1.01,2.11,2.3,3.91,synthetic://sample-data
2020-06-01,2019-2020,Spain,Spain Player 3,Spain FC,Sample club season,2177,24,2.64,1.44,1.42,1.09,2.39,synthetic://sample-data
2020-06-01,2019-2020,Spain,Spain Player 4,Spain FC,Sample club season,3081,34,0.44,0.93,0.56,2.24,3.69,synthetic://sample-data
2020-06-01,2019-2020,Spain,Spain Player 5,Spain FC,Sample club season,2311,25,3.0,2.2,2.42,1.49,5.83,synthetic://sample-data
2020-06-01,2019-2020,Spain,Spain Player 6,Spain FC,Sample club season,477,5,5.54,2.22,5.33,2.6,3.75,synthetic://sample-data
2020-06-01,2019-2020,Spain,Spain Player 7,Spain FC,Sample club season,1670,18,3.57,3.14,3.16,2.6,2.68,synthetic://sample-data
2020-06-01,2019-2020,Spain,Spain Player 8,Spain FC,Sample club season,1230,13,6.55,1.97,4.84,1.77,2.06,synthetic://sample-data
2020-06-01,2019-2020,Sweden,Sweden Player 1,Sweden FC,Sample club season,2664,29,3.0,0.45,1.51,0.96,3.21,synthetic://sample-data
2020-06-01,2019-2020,Sweden,Sweden Player 2,Sweden FC,Sample club season,3500,38,2.74,1.73,4.32,3.09,4.23,synthetic://sample-data
2020-06-01,2019-2020,Sweden,Sweden Player 3,Sweden FC,Sample club season,2133,23,0.0,0.98,0.0,1.52,3.2,synthetic://sample-data
2020-06-01,2019-2020,Sweden,Sweden Player 4,Sweden FC,Sample club season,2728,30,2.54,0.44,2.47,0.84,4.99,synthetic://sample-data
2020-06-01,2019-2020,Sweden,Sweden Player 5,Sweden FC,Sample club season,2742,30,0.0,0.99,0.0,1.3,6.3,synthetic://sample-data
2020-06-01,2019-2020,Sweden,Sweden Player 6,Sweden FC,Sample club season,1592,17,1.84,1.47,1.92,2.81,1.85,synthetic://sample-data
2020-06-01,2019-2020,Sweden,Sweden Player 7,Sweden FC,Sample club season,1536,17,1.29,0.98,0.15,0.74,0.59,synthetic://sample-data
2020-06-01,2019-2020,Sweden,Sweden Player 8,Sweden FC,Sample club season,956,10,3.46,0.71,3.03,0.61,2.87,synthetic://sample-data
2020-06-01,2019-2020,Switzerland,Switzerland Player 1,Switzerland FC,Sample club season,2379,26,0.0,0.0,0.95,0.4,2.85,synthetic://sample-data
2020-06-01,2019-2020,Switzerland,Switzerland Player 2,Switzerland FC,Sample club season,3155,35,1.16,1.98,2.52,2.5,4.19,synthetic://sample-data
2020-06-01,2019-2020,Switzerland,Switzerland Player 3,Switzerland FC,Sample club season,2047,22,0.0,1.67,0.42,2.36,4.96,synthetic://sample-data
2020-06-01,2019-2020,Switzerland,Switzerland Player 4,Switzerland FC,Sample club season,1878,20,1.28,0.21,2.71,0.61,6.4,synthetic://sample-data
2020-06-01,2019-2020,Switzerland,Switzerland Player 5,Switzerland FC,Sample club season,2718,30,1.99,2.82,0.44,3.18,5.28,synthetic://sample-data
2020-06-01,2019-2020,Switzerland,Switzerland Player 6,Switzerland FC,Sample club season,1508,16,4.0,2.85,4.1,3.21,4.73,synthetic://sample-data
2020-06-01,2019-2020,Switzerland,Switzerland Player 7,Switzerland FC,Sample club season,1736,19,5.4,3.15,6.17,2.67,3.33,synthetic://sample-data
2020-06-01,2019-2020,Switzerland,Switzerland Player 8,Switzerland FC,Sample club season,1379,15,2.06,2.52,1.81,2.64,2.04,synthetic://sample-data
2020-06-01,2019-2020,Tunisia,Tunisia Player 1,Tunisia FC,Sample club season,3514,39,2.07,0.0,2.06,0.16,4.1,synthetic://sample-data
2020-06-01,2019-2020,Tunisia,Tunisia Player 2,Tunisia FC,Sample club season,2982,33,0.0,0.92,0.0,0.89,4.28,synthetic://sample-data
2020-06-01,2019-2020,Tunisia,Tunisia Player 3,Tunisia FC,Sample club season,1811,20,0.0,0.36,1.36,1.53,4.57,synthetic://sample-data
2020-06-01,2019-2020,Tunisia,Tunisia Player 4,Tunisia FC,Sample club season,3334,37,1.69,0.0,2.74,0.41,3.23,synthetic://sample-data
2020-06-01,2019-2020,Tunisia,Tunisia Player 5,Tunisia FC,Sample club season,2781,30,2.55,0.0,4.11,0.67,5.42,synthetic://sample-data
2020-06-01,2019-2020,Tunisia,Tunisia Player 6,Tunisia FC,Sample club season,1126,12,2.65,0.73,2.86,0.98,0.78,synthetic://sample-data
2020-06-01,2019-2020,Tunisia,Tunisia Player 7,Tunisia FC,Sample club season,716,7,0.84,1.22,0.68,0.85,1.67,synthetic://sample-data
2020-06-01,2019-2020,Tunisia,Tunisia Player 8,Tunisia FC,Sample club season,1441,16,0.84,0.0,1.43,1.0,0.85,synthetic://sample-data
2020-06-01,2019-2020,Turkey,Turkey Player 1,Turkey FC,Sample club season,1988,22,1.79,2.2,2.64,2.12,6.26,synthetic://sample-data
2020-06-01,2019-2020,Turkey,Turkey Player 2,Turkey FC,Sample club season,3329,36,1.66,1.12,0.29,0.85,1.47,synthetic://sample-data
2020-06-01,2019-2020,Turkey,Turkey Player 3,Turkey FC,Sample club season,2937,32,2.32,0.91,1.36,1.8,2.61,synthetic://sample-data
2020-06-01,2019-2020,Turkey,Turkey Player 4,Turkey FC,Sample club season,3460,38,0.0,1.88,0.0,2.59,4.06,synthetic://sample-data
2020-06-01,2019-2020,Turkey,Turkey Player 5,Turkey FC,Sample club season,1859,20,0.0,0.76,1.37,0.55,4.33,synthetic://sample-data
2020-06-01,2019-2020,Turkey,Turkey Player 6,Turkey FC,Sample club season,959,10,1.88,1.33,1.58,1.56,3.12,synthetic://sample-data
2020-06-01,2019-2020,Turkey,Turkey Player 7,Turkey FC,Sample club season,593,6,0.54,1.24,1.09,0.31,3.65,synthetic://sample-data
2020-06-01,2019-2020,Turkey,Turkey Player 8,Turkey FC,Sample club season,1399,15,2.0,1.85,0.31,1.14,0.15,synthetic://sample-data
2020-06-01,2019-2020,USA,USA Player 1,USA FC,Sample club season,1866,20,1.46,1.63,0.46,2.71,4.42,synthetic://sample-data
2020-06-01,2019-2020,USA,USA Player 2,USA FC,Sample club season,3164,35,2.19,0.94,2.98,1.53,3.67,synthetic://sample-data
2020-06-01,2019-2020,USA,USA Player 3,USA FC,Sample club season,3350,37,0.0,0.0,0.0,0.5,2.03,synthetic://sample-data
2020-06-01,2019-2020,USA,USA Player 4,USA FC,Sample club season,2735,30,0.81,0.07,1.07,0.0,6.23,synthetic://sample-data
2020-06-01,2019-2020,USA,USA Player 5,USA FC,Sample club season,3594,39,1.33,0.17,2.36,0.31,4.96,synthetic://sample-data
2020-06-01,2019-2020,USA,USA Player 6,USA FC,Sample club season,1479,16,4.39,0.36,5.2,1.39,0.6,synthetic://sample-data
2020-06-01,2019-2020,USA,USA Player 7,USA FC,Sample club season,882,9,0.24,0.61,0.0,0.6,4.22,synthetic://sample-data
2020-06-01,2019-2020,USA,USA Player 8,USA FC,Sample club season,1204,13,3.77,3.0,5.34,4.21,1.17,synthetic://sample-data
2020-06-01,2019-2020,Ukraine,Ukraine Player 1,Ukraine FC,Sample club season,2789,30,1.56,1.26,0.56,1.15,3.24,synthetic://sample-data
2020-06-01,2019-2020,Ukraine,Ukraine Player 2,Ukraine FC,Sample club season,3224,35,2.51,1.0,2.55,1.17,5.07,synthetic://sample-data
2020-06-01,2019-2020,Ukraine,Ukraine Player 3,Ukraine FC,Sample club season,2329,25,0.0,0.27,0.0,0.55,6.36,synthetic://sample-data
2020-06-01,2019-2020,Ukraine,Ukraine Player 4,Ukraine FC,Sample club season,2371,26,2.19,0.0,1.79,0.0,2.57,synthetic://sample-data
2020-06-01,2019-2020,Ukraine,Ukraine Player 5,Ukraine FC,Sample club season,2866,31,1.92,0.64,2.8,1.15,5.41,synthetic://sample-data
2020-06-01,2019-2020,Ukraine,Ukraine Player 6,Ukraine FC,Sample club season,1362,15,2.48,2.31,2.43,3.3,3.73,synthetic://sample-data
2020-06-01,2019-2020,Ukraine,Ukraine Player 7,Ukraine FC,Sample club season,1209,13,2.27,1.82,3.57,2.08,2.72,synthetic://sample-data
2020-06-01,2019-2020,Ukraine,Ukraine Player 8,Ukraine FC,Sample club season,837,9,0.51,0.85,1.46,1.44,3.84,synthetic://sample-data
2020-06-01,2019-2020,Uruguay,Uruguay Player 1,Uruguay FC,Sample club season,2150,23,2.9,2.52,3.4,2.59,4.1,synthetic://sample-data
2020-06-01,2019-2020,Uruguay,Uruguay Player 2,Uruguay FC,Sample club season,2936,32,0.0,0.0,0.0,0.0,4.71,synthetic://sample-data
2020-06-01,2019-2020,Uruguay,Uruguay Player 3,Uruguay FC,Sample club season,2963,32,1.13,0.0,0.53,0.0,5.07,synthetic://sample-data
2020-06-01,2019-2020,Uruguay,Uruguay Player 4,Uruguay FC,Sample club season,2279,25,3.47,1.03,5.35,1.76,2.2,synthetic://sample-data
2020-06-01,2019-2020,Uruguay,Uruguay Player 5,Uruguay FC,Sample club season,3252,36,0.0,0.55,0.18,1.36,1.94,synthetic://sample-data
2020-06-01,2019-2020,Uruguay,Uruguay Player 6,Uruguay FC,Sample club season,480,5,4.16,2.63,4.91,2.86,2.64,synthetic://sample-data
2020-06-01,2019-2020,Uruguay,Uruguay Player 7,Uruguay FC,Sample club season,904,10,1.51,3.46,2.36,4.83,3.59,synthetic://sample-data
2020-06-01,2019-2020,Uruguay,Uruguay Player 8,Uruguay FC,Sample club season,1664,18,2.07,2.13,3.02,3.14,3.36,synthetic://sample-data
2020-06-01,2019-2020,Uruguay B,Uruguay B Player 1,Uruguay B FC,Sample club season,2363,26,0.0,0.0,0.07,0.0,4.03,synthetic://sample-data
2020-06-01,2019-2020,Uruguay B,Uruguay B Player 2,Uruguay B FC,Sample club season,2160,24,0.63,0.0,1.46,0.7,7.37,synthetic://sample-data
2020-06-01,2019-2020,Uruguay B,Uruguay B Player 3,Uruguay B FC,Sample club season,2527,28,1.17,0.56,1.93,0.83,1.29,synthetic://sample-data
2020-06-01,2019-2020,Uruguay B,Uruguay B Player 4,Uruguay B FC,Sample club season,1859,20,0.0,0.36,0.8,0.0,3.46,synthetic://sample-data
2020-06-01,2019-2020,Uruguay B,Uruguay B Player 5,Uruguay B FC,Sample club season,2987,33,0.99,1.53,0.91,2.28,5.41,synthetic://sample-data
2020-06-01,2019-2020,Uruguay B,Uruguay B Player 6,Uruguay B FC,Sample club season,1339,14,1.24,0.0,1.92,0.63,4.9,synthetic://sample-data
2020-06-01,2019-2020,Uruguay B,Uruguay B Player 7,Uruguay B FC,Sample club season,1728,19,0.97,1.85,0.73,1.56,1.72,synthetic://sample-data
2020-06-01,2019-2020,Uruguay B,Uruguay B Player 8,Uruguay B FC,Sample club season,541,6,2.53,1.42,0.74,1.8,1.4,synthetic://sample-data
2020-06-01,2019-2020,Wales,Wales Player 1,Wales FC,Sample club season,3077,34,2.13,1.32,1.9,0.86,3.95,synthetic://sample-data
2020-06-01,2019-2020,Wales,Wales Player 2,Wales FC,Sample club season,2920,32,1.9,1.16,1.84,1.67,1.92,synthetic://sample-data
2020-06-01,2019-2020,Wales,Wales Player 3,Wales FC,Sample club season,2548,28,1.5,0.0,2.11,0.62,1.5,synthetic://sample-data
2020-06-01,2019-2020,Wales,Wales Player 4,Wales FC,Sample club season,3340,37,0.0,0.0,0.0,0.0,3.68,synthetic://sample-data
2020-06-01,2019-2020,Wales,Wales Player 5,Wales FC,Sample club season,3519,39,0.65,0.77,1.04,1.77,4.57,synthetic://sample-data
2020-06-01,2019-2020,Wales,Wales Player 6,Wales FC,Sample club season,1018,11,3.02,0.75,3.46,0.99,3.25,synthetic://sample-data
2020-06-01,2019-2020,Wales,Wales Player 7,Wales FC,Sample club season,939,10,0.9,3.78,0.38,3.83,0.69,synthetic://sample-data
2020-06-01,2019-2020,Wales,Wales Player 8,Wales FC,Sample club season,724,8,0.0,1.93,0.0,2.18,2.13,synthetic://sample-data
2021-06-01,2020-2021,Algeria,Algeria Player 1,Algeria FC,Sample club season,2179,24,0.0,0.0,0.0,0.0,2.35,synthetic://sample-data
2021-06-01,2020-2021,Algeria,Algeria Player 2,Algeria FC,Sample club season,2574,28,2.27,0.0,2.12,0.27,3.04,synthetic://sample-data
2021-06-01,2020-2021,Algeria,Algeria Player 3,Algeria FC,Sample club season,3312,36,1.18,0.0,1.32,0.2,5.17,synthetic://sample-data
2021-06-01,2020-2021,Algeria,Algeria Player 4,Algeria FC,Sample club season,2189,24,1.77,0.0,1.49,0.0,4.33,synthetic://sample-data
2021-06-01,2020-2021,Algeria,Algeria Player 5,Algeria FC,Sample club season,2209,24,0.0,0.0,0.6,0.87,5.01,synthetic://sample-data
2021-06-01,2020-2021,Algeria,Algeria Player 6,Algeria FC,Sample club season,1242,13,0.0,0.0,0.7,0.26,0.93,synthetic://sample-data
2021-06-01,2020-2021,Algeria,Algeria Player 7,Algeria FC,Sample club season,1706,18,3.46,1.11,3.86,1.13,2.31,synthetic://sample-data
2021-06-01,2020-2021,Algeria,Algeria Player 8,Algeria FC,Sample club season,1292,14,1.33,1.36,1.34,0.87,1.37,synthetic://sample-data
2021-06-01,2020-2021,Argentina,Argentina Player 1,Argentina FC,Sample club season,2680,29,3.19,2.31,3.22,2.86,1.77,synthetic://sample-data
2021-06-01,2020-2021,Argentina,Argentina Player 2,Argentina FC,Sample club season,2949,32,0.98,1.79,1.42,1.4,3.92,synthetic://sample-data
2021-06-01,2020-2021,Argentina,Argentina Player 3,Argentina FC,Sample club season,2427,26,3.29,2.61,4.43,2.24,0.49,synthetic://sample-data
2021-06-01,2020-2021,Argentina,Argentina Player 4,Argentina FC,Sample club season,1949,21,3.25,1.44,3.7,0.79,2.76,synthetic://sample-data
2021-06-01,2020-2021,Argentina,Argentina Player 5,Argentina FC,Sample club season,2497,27,1.71,0.72,2.92,0.98,5.45,synthetic://sample-data
2021-06-01,2020-2021,Argentina,Argentina Player 6,Argentina FC,Sample club season,1049,11,7.28,4.34,7.08,3.75,4.62,synthetic://sample-data
2021-06-01,2020-2021,Argentina,Argentina Player 7,Argentina FC,Sample club season,672,7,4.32,3.56,5.41,3.1,1.01,synthetic://sample-data
2021-06-01,2020-2021,Argentina,Argentina Player 8,Argentina FC,Sample club season,995,11,4.3,3.49,4.74,3.23,3.96,synthetic://sample-data
2021-06-01,2020-2021,Australia,Australia Player 1,Australia FC,Sample club season,1887,20,0.4,1.35,0.34,1.95,4.89,synthetic://sample-data
2021-06-01,2020-2021,Australia,Australia Player 2,Australia FC,Sample club season,3126,34,0.1,2.67,0.0,3.52,1.76,synthetic://sample-data
2021-06-01,2020-2021,Australia,Australia Player 3,Australia FC,Sample club season,2894,32,1.46,0.0,2.18,1.25,0.0,synthetic://sample-data
2021-06-01,2020-2021,Australia,Australia Player 4,Australia FC,Sample club season,2206,24,0.29,1.9,0.39,3.2,2.32,synthetic://sample-data
2021-06-01,2020-2021,Australia,Australia Player 5,Australia FC,Sample club season,2651,29,3.43,0.93,3.3,0.52,9.34,synthetic://sample-data
2021-06-01,2020-2021,Australia,Australia Player 6,Australia FC,Sample club season,1144,12,0.62,2.64,1.69,3.5,2.18,synthetic://sample-data
2021-06-01,2020-2021,Australia,Australia Player 7,Australia FC,Sample club season,427,4,1.85,1.35,1.76,1.46,0.33,synthetic://sample-data
2021-06-01,2020-2021,Australia,Australia Player 8,Australia FC,Sample club season,1208,13,1.83,1.17,2.16,1.39,0.4,synthetic://sample-data
2021-06-01,2020-2021,Austria,Austria Player 1,Austria FC,Sample club season,2615,29,0.0,0.0,0.0,0.63,4.6,synthetic://sample-data
2021-06-01,2020-2021,Austria,Austria Player 2,Austria FC,Sample club season,2461,27,1.18,2.05,0.28,2.68,1.69,synthetic://sample-data
2021-06-01,2020-2021,Austria,Austria Player 3,Austria FC,Sample club season,2262,25,0.0,2.0,0.88,2.26,4.66,synthetic://sample-data
2021-06-01,2020-2021,Austria,Austria Player 4,Austria FC,Sample club season,3284,36,0.0,0.97,0.17,0.33,4.0,synthetic://sample-data
2021-06-01,2020-2021,Austria,Austria Player 5,Austria FC,Sample club season,2044,22,0.66,0.88,1.1,1.32,4.51,synthetic://sample-data
2021-06-01,2020-2021,Austria,Austria Player 6,Austria FC,Sample club season,1360,15,1.42,0.51,1.12,0.77,2.51,synthetic://sample-data
2021-06-01,2020-2021,Austria,Austria Player 7,Austria FC,Sample club season,533,5,5.38,1.24,4.92,1.83,1.74,synthetic://sample-data
2021-06-01,2020-2021,Austria,Austria Player 8,Austria FC,Sample club season,1705,18,4.74,1.37,3.77,1.66,3.19,synthetic://sample-data
2021-06-01,2020-2021,Belgium,Belgium Player 1,Belgium FC,Sample club season,2200,24,1.31,0.66,1.49,0.89,2.99,synthetic://sample-data
2021-06-01,2020-2021,Belgium,Belgium Player 2,Belgium FC,Sample club season,2073,23,1.07,0.0,2.51,0.92,1.94,synthetic://sample-data
2021-06-01,2020-2021,Belgium,Belgium Player 3,Belgium FC,Sample club season,3172,35,2.93,1.14,4.5,1.85,2.74,synthetic://sample-data
2021-06-01,2020-2021,Belgium,Belgium Player 4,Belgium FC,Sample club season,3338,37,2.58,1.28,1.97,1.96,3.23,synthetic://sample-data
2021-06-01,2020-2021,Belgium,Belgium Player 5,Belgium FC,Sample club season,3519,39,0.0,1.77,0.0,1.85,6.04,synthetic://sample-data
2021-06-01,2020-2021,Belgium,Belgium Player 6,Belgium FC,Sample club season,584,6,3.05,2.53,2.64,2.28,0.0,synthetic://sample-data
2021-06-01,2020-2021,Belgium,Belgium Player 7,Belgium FC,Sample club season,1030,11,3.53,1.45,2.97,2.09,2.2,synthetic://sample-data
2021-06-01,2020-2021,Belgium,Belgium Player 8,Belgium FC,Sample club season,987,10,5.12,4.58,5.86,4.02,0.0,synthetic://sample-data
2021-06-01,2020-2021,Brazil,Brazil Player 1,Brazil FC,Sample club season,3147,34,3.08,3.75,3.64,3.96,3.64,synthetic://sample-data
2021-06-01,2020-2021,Brazil,Brazil Player 2,Brazil FC,Sample club season,2711,30,1.16,1.54,1.69,2.39,5.79,synthetic://sample-data
2021-06-01,2020-2021,Brazil,Brazil Player 3,Brazil FC,Sample club season,2097,23,0.0,2.09,0.97,2.77,1.57,synthetic://sample-data
2021-06-01,2020-2021,Brazil,Brazil Player 4,Brazil FC,Sample club season,2556,28,3.76,0.72,4.28,1.1,3.32,synthetic://sample-data
2021-06-01,2020-2021,Brazil,Brazil Player 5,Brazil FC,Sample club season,3220,35,1.41,0.0,0.8,0.54,3.73,synthetic://sample-data
2021-06-01,2020-2021,Brazil,Brazil Player 6,Brazil FC,Sample club season,1435,15,3.91,5.12,3.04,5.24,0.73,synthetic://sample-data
2021-06-01,2020-2021,Brazil,Brazil Player 7,Brazil FC,Sample club season,989,10,3.04,3.56,3.36,4.78,0.84,synthetic://sample-data
2021-06-01,2020-2021,Brazil,Brazil Player 8,Brazil FC,Sample club season,951,10,4.53,3.58,4.11,4.41,2.25,synthetic://sample-data
2021-06-01,2020-2021,Cameroon,Cameroon Player 1,Cameroon FC,Sample club season,1814,20,2.85,1.52,2.31,2.16,6.36,synthetic://sample-data
2021-06-01,2020-2021,Cameroon,Cameroon Player 2,Cameroon FC,Sample club season,2127,23,2.1,0.0,1.74,0.0,0.94,synthetic://sample-data
2021-06-01,2020-2021,Cameroon,Cameroon Player 3,Cameroon FC,Sample club season,2920,32,1.51,1.93,3.43,2.49,3.79,synthetic://sample-data
2021-06-01,2020-2021,Cameroon,Cameroon Player 4,Cameroon FC,Sample club season,3340,37,2.87,1.57,3.93,0.77,5.67,synthetic://sample-data
2021-06-01,2020-2021,Cameroon,Cameroon Player 5,Cameroon FC,Sample club season,3408,37,1.41,0.0,1.71,0.78,3.71,synthetic://sample-data
2021-06-01,2020-2021,Cameroon,Cameroon Player 6,Cameroon FC,Sample club season,1168,12,1.52,0.99,1.97,2.14,2.87,synthetic://sample-data
2021-06-01,2020-2021,Cameroon,Cameroon Player 7,Cameroon FC,Sample club season,550,6,0.0,0.11,1.27,0.5,1.36,synthetic://sample-data
2021-06-01,2020-2021,Cameroon,Cameroon Player 8,Cameroon FC,Sample club season,725,8,0.97,2.09,1.31,3.07,1.97,synthetic://sample-data
2021-06-01,2020-2021,Canada,Canada Player 1,Canada FC,Sample club season,2925,32,2.7,0.0,3.13,0.15,5.0,synthetic://sample-data
2021-06-01,2020-2021,Canada,Canada Player 2,Canada FC,Sample club season,2719,30,0.0,0.0,0.09,0.0,3.6,synthetic://sample-data
2021-06-01,2020-2021,Canada,Canada Player 3,Canada FC,Sample club season,3354,37,2.32,0.92,3.63,0.28,4.94,synthetic://sample-data
2021-06-01,2020-2021,Canada,Canada Player 4,Canada FC,Sample club season,2930,32,0.82,1.93,0.45,2.64,6.22,synthetic://sample-data
2021-06-01,2020-2021,Canada,Canada Player 5,Canada FC,Sample club season,3072,34,0.11,0.24,0.0,0.0,4.9,synthetic://sample-data
2021-06-01,2020-2021,Canada,Canada Player 6,Canada FC,Sample club season,1504,16,0.06,0.93,1.13,0.95,2.26,synthetic://sample-data
2021-06-01,2020-2021,Canada,Canada Player 7,Canada FC,Sample club season,697,7,0.56,0.77,1.68,0.59,0.0,synthetic://sample-data
2021-06-01,2020-2021,Canada,Canada Player 8,Canada FC,Sample club season,1448,16,2.85,1.65,3.57,2.66,1.4,synthetic://sample-data
2021-06-01,2020-2021,Chile,Chile Player 1,Chile FC,Sample club season,2168,24,2.41,0.72,3.45,0.27,4.6,synthetic://sample-data
2021-06-01,2020-2021,Chile,Chile Player 2,Chile FC,Sample club season,2158,23,4.38,0.0,4.55,0.1,2.8,synthetic://sample-data
2021-06-01,2020-2021,Chile,Chile Player 3,Chile FC,Sample club season,2206,24,1.14,2.13,2.3,1.68,4.08,synthetic://sample-data
2021-06-01,2020-2021,Chile,Chile Player 4,Chile FC,Sample club season,3432,38,0.0,0.86,2.16,1.26,4.29,synthetic://sample-data
2021-06-01,2020-2021,Chile,Chile Player 5,Chile FC,Sample club season,3103,34,1.63,2.54,0.86,3.42,4.13,synthetic://sample-data
2021-06-01,2020-2021,Chile,Chile Player 6,Chile FC,Sample club season,1529,16,0.0,2.65,0.58,3.6,4.5,synthetic://sample-data
2021-06-01,2020-2021,Chile,Chile Player 7,Chile FC,Sample club season,1344,14,1.94,0.2,0.88,0.0,3.54,synthetic://sample-data
2021-06-01,2020-2021,Chile,Chile Player 8,Chile FC,Sample club season,1293,14,0.49,1.62,0.0,0.68,3.78,synthetic://sample-data
2021-06-01,2020-2021,Colombia,Colombia Player 1,Colombia FC,Sample club season,2640,29,3.16,2.75,4.07,4.46,5.54,synthetic://sample-data
2021-06-01,2020-2021,Colombia,Colombia Player 2,Colombia FC,Sample club season,3429,38,0.29,1.53,0.53,1.9,2.71,synthetic://sample-data
2021-06-01,2020-2021,Colombia,Colombia Player 3,Colombia FC,Sample club season,2912,32,2.29,0.0,3.04,0.0,4.64,synthetic://sample-data
2021-06-01,2020-2021,Colombia,Colombia Player 4,Colombia FC,Sample club season,3456,38,2.53,1.2,1.05,0.72,3.42,synthetic://sample-data
2021-06-01,2020-2021,Colombia,Colombia Player 5,Colombia FC,Sample club season,3465,38,0.85,0.57,1.42,0.58,4.69,synthetic://sample-data
2021-06-01,2020-2021,Colombia,Colombia Player 6,Colombia FC,Sample club season,651,7,5.2,3.4,5.07,3.57,1.12,synthetic://sample-data
2021-06-01,2020-2021,Colombia,Colombia Player 7,Colombia FC,Sample club season,404,4,2.35,2.08,3.32,2.02,5.03,synthetic://sample-data
