as_of_date,team,player,position,club,squad_status,availability_status,injury_type,expected_return,is_probable_starter,source_url
2011-06-22,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2011-09-21,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2011-09-21,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2011-09-21,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2011-09-21,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2011-09-21,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2011-09-21,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2011-09-21,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2011-09-21,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2011-12-21,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2011-12-21,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2011-12-21,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2011-12-21,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2011-12-21,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2011-12-21,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2011-12-21,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2011-12-21,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2012-03-21,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2012-03-21,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2012-03-21,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2012-03-21,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2012-03-21,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2012-03-21,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2012-03-21,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2012-03-21,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2012-06-20,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2012-06-20,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2012-06-20,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2012-06-20,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2012-06-20,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2012-06-20,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2012-06-20,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2012-06-20,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2012-09-19,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2012-09-19,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2012-09-19,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2012-09-19,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2012-09-19,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2012-09-19,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2012-09-19,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2012-09-19,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2012-12-19,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2012-12-19,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2012-12-19,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2012-12-19,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2012-12-19,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2012-12-19,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2012-12-19,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2012-12-19,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2013-03-20,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2013-03-20,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2013-03-20,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2013-03-20,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2013-03-20,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2013-03-20,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2013-03-20,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2013-03-20,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2013-06-19,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2013-06-19,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2013-06-19,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2013-06-19,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2013-06-19,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2013-06-19,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2013-06-19,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2013-06-19,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2013-09-18,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2013-09-18,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2013-09-18,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2013-09-18,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2013-09-18,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2013-09-18,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2013-09-18,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2013-09-18,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2013-12-18,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2013-12-18,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2013-12-18,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2013-12-18,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2013-12-18,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2013-12-18,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2013-12-18,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2013-12-18,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2014-03-19,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2014-03-19,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2014-03-19,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2014-03-19,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2014-03-19,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2014-03-19,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2014-03-19,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2014-03-19,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2014-06-18,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2014-06-18,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2014-06-18,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2014-06-18,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2014-06-18,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2014-06-18,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2014-06-18,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2014-06-18,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2014-09-17,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2014-09-17,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2014-09-17,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2014-09-17,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2014-09-17,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2014-09-17,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2014-09-17,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2014-09-17,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2014-12-17,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2014-12-17,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2014-12-17,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2014-12-17,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2014-12-17,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2014-12-17,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2014-12-17,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2014-12-17,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2015-03-18,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2015-03-18,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2015-03-18,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-03-18,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-03-18,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-03-18,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2015-03-18,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2015-03-18,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2015-06-17,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-06-17,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-06-17,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-06-17,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-06-17,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-06-17,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2015-06-17,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2015-06-17,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2015-09-16,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-09-16,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-09-16,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-09-16,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-09-16,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-09-16,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2015-09-16,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2015-09-16,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2015-12-16,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2015-12-16,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2015-12-16,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-12-16,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-12-16,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2015-12-16,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2015-12-16,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2015-12-16,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2016-03-16,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2016-03-16,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2016-03-16,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2016-03-16,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2016-03-16,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2016-03-16,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2016-03-16,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2016-03-16,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2016-06-15,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2016-06-15,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2016-06-15,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2016-06-15,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2016-06-15,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2016-06-15,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2016-06-15,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2016-06-15,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2016-09-14,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2016-09-14,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2016-09-14,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2016-09-14,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2016-09-14,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2016-09-14,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2016-09-14,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2016-09-14,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2016-12-14,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2016-12-14,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2016-12-14,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2016-12-14,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2016-12-14,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2016-12-14,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2016-12-14,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2016-12-14,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2017-03-15,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2017-03-15,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2017-03-15,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2017-03-15,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2017-03-15,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2017-03-15,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2017-03-15,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2017-03-15,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2017-06-14,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2017-06-14,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2017-06-14,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2017-06-14,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2017-06-14,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2017-06-14,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2017-06-14,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2017-06-14,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2017-09-13,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2017-09-13,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2017-09-13,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2017-09-13,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2017-09-13,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2017-09-13,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2017-09-13,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2017-09-13,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2017-12-13,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2017-12-13,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2017-12-13,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2017-12-13,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2017-12-13,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
2017-12-13,Saudi Arabia,Saudi Arabia Player 6,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2017-12-13,Saudi Arabia,Saudi Arabia Player 7,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2017-12-13,Saudi Arabia,Saudi Arabia Player 8,FW,Saudi Arabia FC,provisional,available,,,False,synthetic://sample-data
2018-03-14,Saudi Arabia,Saudi Arabia Player 1,GK,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2018-03-14,Saudi Arabia,Saudi Arabia Player 2,DF,Saudi Arabia FC,provisional,injured,sample soft-tissue,,True,synthetic://sample-data
2018-03-14,Saudi Arabia,Saudi Arabia Player 3,DF,Saudi Arabia FC,provisional,suspended,,,True,synthetic://sample-data
2018-03-14,Saudi Arabia,Saudi Arabia Player 4,MF,Saudi Arabia FC,provisional,doubtful,sample fitness test,,True,synthetic://sample-data
2018-03-14,Saudi Arabia,Saudi Arabia Player 5,MF,Saudi Arabia FC,provisional,available,,,True,synthetic://sample-data
