date,team,injured_players,suspended_players,squad_market_value_eur,xg_for_10,xg_against_10
2024-09-04,Senegal,2,1,1765830570.0,1.888,0.842
2024-12-04,Senegal,3,0,1725534356.0,2.034,0.74
2025-03-05,Senegal,0,1,1794521026.0,1.619,0.816
2025-06-04,Senegal,1,0,1744617607.0,1.794,0.502
2025-09-03,Senegal,1,0,1789673325.0,1.738,0.651
2025-12-03,Senegal,4,0,1782320234.0,1.875,0.684
2026-03-04,Senegal,1,0,1760568280.0,1.817,1.001
2003-01-01,Serbia,1,1,1590252226.0,1.642,0.894
2003-04-02,Serbia,3,1,1629939897.0,1.712,0.738
2003-07-02,Serbia,2,0,1642740637.0,1.66,0.978
2003-10-01,Serbia,1,0,1612840206.0,1.861,0.912
2003-12-31,Serbia,0,1,1602433103.0,1.649,0.705
2004-03-31,Serbia,2,0,1604520951.0,1.728,0.689
2004-06-30,Serbia,0,0,1541178318.0,1.694,0.67
2004-09-29,Serbia,0,0,1550841077.0,1.524,0.953
2004-12-29,Serbia,2,0,1622405139.0,1.868,0.765
2005-03-30,Serbia,2,0,1646054554.0,1.799,1.107
2005-06-29,Serbia,1,0,1583091686.0,1.839,0.936
2005-09-28,Serbia,2,0,1592839039.0,1.893,0.701
2005-12-28,Serbia,1,0,1613120975.0,1.84,1.074
2006-03-29,Serbia,0,0,1607455588.0,1.902,0.775
2006-06-28,Serbia,1,0,1607708075.0,2.018,0.667
2006-09-27,Serbia,2,0,1570489563.0,1.766,0.89
2006-12-27,Serbia,1,1,1605037876.0,1.858,0.957
2007-03-28,Serbia,2,1,1591252910.0,1.851,0.899
2007-06-27,Serbia,1,1,1584663391.0,1.456,0.834
2007-09-26,Serbia,2,1,1651529068.0,1.537,0.982
2007-12-26,Serbia,0,1,1635620825.0,1.723,0.684
2008-03-26,Serbia,0,0,1530428921.0,1.928,0.999
2008-06-25,Serbia,2,0,1655215264.0,1.818,0.982
2008-09-24,Serbia,0,0,1518269835.0,1.69,0.599
2008-12-24,Serbia,1,0,1595465297.0,1.77,0.821
2009-03-25,Serbia,2,1,1604207250.0,1.83,0.91
2009-06-24,Serbia,2,0,1568192646.0,1.895,1.049
2009-09-23,Serbia,0,1,1591061830.0,1.635,1.021
2009-12-23,Serbia,1,0,1590299442.0,1.654,0.977
2010-03-24,Serbia,2,0,1595912881.0,1.633,1.206
2010-06-23,Serbia,2,0,1588973227.0,1.576,0.943
2010-09-22,Serbia,1,1,1629946886.0,1.693,0.856
2010-12-22,Serbia,0,0,1533725984.0,1.566,1.042
2011-03-23,Serbia,0,0,1588069439.0,1.733,0.644
2011-06-22,Serbia,3,2,1670440616.0,1.753,0.967
2011-09-21,Serbia,1,1,1627955638.0,1.764,0.875
2011-12-21,Serbia,1,0,1627707606.0,1.803,0.766
2012-03-21,Serbia,2,0,1632677718.0,1.61,0.724
2012-06-20,Serbia,0,0,1603264253.0,1.827,0.867
2012-09-19,Serbia,3,0,1576964262.0,1.47,0.938
2012-12-19,Serbia,0,0,1580352926.0,1.696,0.655
2013-03-20,Serbia,2,0,1633553187.0,1.626,0.934
2013-06-19,Serbia,1,0,1608801838.0,1.672,1.029
2013-09-18,Serbia,0,1,1576588179.0,1.577,1.012
2013-12-18,Serbia,0,2,1611369930.0,1.776,0.882
2014-03-19,Serbia,1,0,1595916978.0,1.374,0.923
2014-06-18,Serbia,0,0,1562594775.0,1.945,1.043
2014-09-17,Serbia,1,0,1633295581.0,1.466,0.973
2014-12-17,Serbia,1,1,1592144504.0,1.625,0.537
2015-03-18,Serbia,1,1,1562896405.0,1.786,1.12
2015-06-17,Serbia,3,0,1599528899.0,1.239,0.757
2015-09-16,Serbia,2,0,1521904547.0,1.626,0.811
2015-12-16,Serbia,0,0,1593766128.0,1.755,0.784
2016-03-16,Serbia,2,0,1593304830.0,1.671,0.877
2016-06-15,Serbia,2,0,1615650420.0,1.647,0.757
2016-09-14,Serbia,3,0,1595473400.0,1.753,1.048
2016-12-14,Serbia,2,2,1617731405.0,1.475,1.059
2017-03-15,Serbia,0,0,1622677991.0,1.409,1.311
2017-06-14,Serbia,1,0,1623066615.0,1.539,1.241
2017-09-13,Serbia,1,1,1621112031.0,1.582,0.798
2017-12-13,Serbia,1,0,1588383101.0,1.822,1.075
2018-03-14,Serbia,2,0,1610117654.0,1.551,1.1
2018-06-13,Serbia,0,0,1559059121.0,1.692,0.931
2018-09-12,Serbia,2,0,1585994084.0,1.612,1.001
2018-12-12,Serbia,1,1,1594686502.0,1.537,0.736
2019-03-13,Serbia,2,0,1591257979.0,1.793,0.83
2019-06-12,Serbia,1,0,1582429891.0,1.541,0.874
2019-09-11,Serbia,1,0,1584141544.0,1.703,1.002
2019-12-11,Serbia,2,0,1543281044.0,1.846,0.84
2020-03-11,Serbia,1,1,1603828257.0,1.895,0.933
2020-06-10,Serbia,0,0,1630639492.0,1.886,0.831
2020-09-09,Serbia,0,0,1546074862.0,1.931,1.004
2020-12-09,Serbia,0,0,1581481814.0,1.297,0.843
2021-03-10,Serbia,2,0,1608929824.0,1.556,0.832
2021-06-09,Serbia,0,0,1577939608.0,1.694,0.899
2021-09-08,Serbia,1,0,1585843635.0,1.837,0.925
2021-12-08,Serbia,1,0,1554906379.0,1.624,0.939
2022-03-09,Serbia,1,0,1544834170.0,1.831,1.047
2022-06-08,Serbia,0,0,1576666048.0,1.688,0.73
2022-09-07,Serbia,0,1,1580426033.0,1.441,1.04
2022-12-07,Serbia,1,0,1524615503.0,2.015,0.821
2023-03-08,Serbia,0,0,1644688075.0,1.755,0.694
2023-06-07,Serbia,1,1,1612479794.0,1.624,0.93
2023-09-06,Serbia,0,0,1603158633.0,1.965,0.892
2023-12-06,Serbia,0,1,1546941921.0,1.741,0.973
2024-03-06,Serbia,1,1,1619087774.0,1.729,1.035
2024-06-05,Serbia,3,0,1572875651.0,1.623,0.892
2024-09-04,Serbia,1,0,1583423946.0,1.718,0.822
2024-12-04,Serbia,1,0,1616742927.0,1.797,0.868
2025-03-05,Serbia,0,0,1547197758.0,1.852,1.022
2025-06-04,Serbia,1,0,1625106106.0,1.435,1.083
2025-09-03,Serbia,1,0,1589736178.0,1.362,0.717
2025-12-03,Serbia,0,0,1618609140.0,1.596,0.919
2026-03-04,Serbia,0,0,1585661809.0,1.684,0.949
2003-01-01,South Korea,0,0,1466584484.0,1.504,0.994
2003-04-02,South Korea,0,1,1464161822.0,1.613,0.997
2003-07-02,South Korea,0,0,1518547938.0,1.801,0.969
2003-10-01,South Korea,0,0,1438583283.0,1.607,0.944
2003-12-31,South Korea,0,0,1480078281.0,1.674,1.151
2004-03-31,South Korea,0,1,1476845560.0,1.876,0.814
2004-06-30,South Korea,0,0,1496130616.0,1.951,0.729
2004-09-29,South Korea,1,0,1480219547.0,1.777,0.893
2004-12-29,South Korea,2,0,1476101491.0,1.964,0.884
2005-03-30,South Korea,1,0,1520391661.0,1.664,0.773
2005-06-29,South Korea,2,1,1460831616.0,1.466,0.96
2005-09-28,South Korea,2,0,1458766353.0,1.698,0.62
2005-12-28,South Korea,2,1,1457380649.0,1.552,1.227
2006-03-29,South Korea,1,0,1516118728.0,1.635,1.111
2006-06-28,South Korea,2,0,1477032962.0,1.754,1.143
2006-09-27,South Korea,2,1,1497455086.0,1.534,1.099
2006-12-27,South Korea,2,0,1504819774.0,1.623,0.984
2007-03-28,South Korea,1,1,1481932046.0,1.281,0.826
2007-06-27,South Korea,0,0,1492918104.0,1.678,0.74
2007-09-26,South Korea,1,0,1449793443.0,1.724,1.269
2007-12-26,South Korea,1,0,1506648916.0,1.497,0.812
2008-03-26,South Korea,1,0,1441038683.0,1.851,0.978
2008-06-25,South Korea,2,0,1530468196.0,1.739,1.039
2008-09-24,South Korea,1,0,1439573540.0,1.509,0.845
2008-12-24,South Korea,0,0,1499581253.0,1.662,0.913
2009-03-25,South Korea,1,0,1442425876.0,1.631,1.086
2009-06-24,South Korea,0,1,1518548878.0,1.69,0.859
2009-09-23,South Korea,0,0,1466558500.0,2.372,0.802
2009-12-23,South Korea,1,0,1430382141.0,1.656,0.789
2010-03-24,South Korea,1,0,1489419466.0,1.758,1.121
2010-06-23,South Korea,1,0,1466504435.0,1.484,1.176
2010-09-22,South Korea,1,0,1510264227.0,1.447,1.063
2010-12-22,South Korea,0,0,1476992582.0,1.647,0.899
2011-03-23,South Korea,1,0,1496382556.0,1.752,0.902
2011-06-22,South Korea,0,1,1492009426.0,1.668,0.884
2011-09-21,South Korea,2,0,1508696517.0,1.623,0.957
2011-12-21,South Korea,1,1,1446428445.0,1.719,0.998
2012-03-21,South Korea,3,0,1455464251.0,2.065,0.676
2012-06-20,South Korea,1,0,1464945156.0,1.874,0.78
2012-09-19,South Korea,2,0,1463036529.0,1.805,1.119
2012-12-19,South Korea,3,0,1511873733.0,1.964,0.919
2013-03-20,South Korea,1,1,1485212939.0,1.819,1.049
2013-06-19,South Korea,3,0,1454117744.0,1.666,1.164
2013-09-18,South Korea,1,0,1463341002.0,1.512,0.984
2013-12-18,South Korea,0,0,1494483327.0,1.283,0.908
2014-03-19,South Korea,0,0,1499954097.0,1.601,0.925
2014-06-18,South Korea,0,0,1466646130.0,1.409,1.121
2014-09-17,South Korea,2,0,1444690045.0,1.674,1.104
2014-12-17,South Korea,1,0,1480949037.0,1.443,1.018
2015-03-18,South Korea,2,0,1559894629.0,1.563,1.051
2015-06-17,South Korea,3,0,1458502760.0,1.898,0.954
2015-09-16,South Korea,1,0,1502336011.0,1.526,0.987
2015-12-16,South Korea,1,0,1482229522.0,1.605,0.859
2016-03-16,South Korea,1,0,1434465945.0,1.604,1.005
2016-06-15,South Korea,1,0,1456390773.0,1.86,0.771
2016-09-14,South Korea,1,1,1509158781.0,1.54,1.079
2016-12-14,South Korea,3,0,1449439959.0,1.566,1.084
2017-03-15,South Korea,2,0,1489741807.0,1.593,0.944
2017-06-14,South Korea,1,0,1507338065.0,1.718,1.043
2017-09-13,South Korea,1,0,1504534133.0,1.686,1.079
2017-12-13,South Korea,0,0,1489060050.0,1.77,0.99
2018-03-14,South Korea,2,0,1488824312.0,1.479,0.968
2018-06-13,South Korea,1,0,1452186014.0,1.708,0.764
2018-09-12,South Korea,2,0,1477390938.0,2.021,1.103
2018-12-12,South Korea,3,0,1444178929.0,1.443,0.999
2019-03-13,South Korea,0,0,1536309226.0,1.388,0.952
2019-06-12,South Korea,0,0,1480226856.0,1.615,0.864
2019-09-11,South Korea,1,0,1500412159.0,1.481,0.932
2019-12-11,South Korea,3,0,1519314616.0,1.587,0.765
2020-03-11,South Korea,2,0,1486332228.0,1.696,1.113
2020-06-10,South Korea,2,0,1460257068.0,1.394,1.141
2020-09-09,South Korea,3,0,1514632453.0,1.674,0.988
2020-12-09,South Korea,1,1,1507254775.0,1.673,0.891
2021-03-10,South Korea,0,0,1430869927.0,1.693,0.779
2021-06-09,South Korea,2,0,1481828749.0,1.639,0.774
2021-09-08,South Korea,2,1,1503257522.0,1.473,0.775
2021-12-08,South Korea,3,0,1494589660.0,1.625,1.088
2022-03-09,South Korea,1,0,1449113298.0,1.712,0.92
2022-06-08,South Korea,0,0,1477429994.0,1.572,1.153
2022-09-07,South Korea,3,1,1476936311.0,1.577,0.653
2022-12-07,South Korea,2,0,1488258676.0,1.561,0.792
2023-03-08,South Korea,1,0,1466928332.0,1.645,0.799
2023-06-07,South Korea,2,0,1511421614.0,1.472,1.018
2023-09-06,South Korea,2,0,1468874790.0,1.597,1.164
2023-12-06,South Korea,0,0,1481675991.0,1.536,0.873
2024-03-06,South Korea,3,0,1490847888.0,1.659,0.86
2024-06-05,South Korea,2,0,1482606949.0,1.501,0.91
2024-09-04,South Korea,2,1,1482397852.0,1.657,0.81
2024-12-04,South Korea,0,1,1460930833.0,1.877,0.897
2025-03-05,South Korea,0,1,1507830380.0,1.749,1.064
2025-06-04,South Korea,0,0,1445138291.0,1.597,0.929
2025-09-03,South Korea,0,1,1521265257.0,1.645,1.272
2025-12-03,South Korea,0,0,1477872001.0,1.789,1.021
2026-03-04,South Korea,1,0,1525178888.0,1.653,0.987
2003-01-01,Spain,0,0,4113556979.0,2.8,0.3
2003-04-02,Spain,2,0,4043901779.0,2.868,0.3
2003-07-02,Spain,2,0,4019070971.0,2.808,0.3
2003-10-01,Spain,0,1,3984828289.0,2.683,0.3
2003-12-31,Spain,1,0,4009025667.0,2.728,0.3
2004-03-31,Spain,1,0,4040819552.0,2.83,0.3
2004-06-30,Spain,3,0,4039749749.0,2.841,0.3
2004-09-29,Spain,0,0,4082057123.0,3.12,0.3
2004-12-29,Spain,1,0,4040173806.0,2.658,0.3
2005-03-30,Spain,4,0,4027120452.0,3.083,0.3
2005-06-29,Spain,2,0,4039254582.0,2.726,0.3
2005-09-28,Spain,1,0,4049880813.0,2.773,0.3
2005-12-28,Spain,2,0,4057603921.0,2.844,0.3
2006-03-29,Spain,1,0,4074231401.0,2.574,0.3
2006-06-28,Spain,0,1,4032511785.0,3.083,0.3
2006-09-27,Spain,1,0,4038370149.0,2.758,0.3
2006-12-27,Spain,1,0,3992161322.0,2.81,0.3
2007-03-28,Spain,3,0,4012021958.0,2.898,0.3
2007-06-27,Spain,1,1,4028684531.0,2.715,0.3
2007-09-26,Spain,1,0,4014574372.0,2.903,0.3
2007-12-26,Spain,1,1,4040507013.0,3.116,0.3
2008-03-26,Spain,0,0,4033548736.0,2.901,0.3
2008-06-25,Spain,0,0,4022376023.0,2.694,0.3
2008-09-24,Spain,2,1,3993025059.0,3.019,0.3
2008-12-24,Spain,1,0,3990205603.0,3.377,0.3
2009-03-25,Spain,1,0,4037031062.0,2.872,0.3
2009-06-24,Spain,0,0,4044899145.0,2.853,0.3
2009-09-23,Spain,0,0,4012230255.0,2.642,0.3
2009-12-23,Spain,2,1,4053725560.0,2.762,0.3
2010-03-24,Spain,1,0,4064716326.0,2.851,0.3
2010-06-23,Spain,2,0,4039082779.0,3.062,0.3
2010-09-22,Spain,1,0,4072910342.0,2.875,0.3
2010-12-22,Spain,1,0,4069873418.0,2.973,0.3
2011-03-23,Spain,1,0,4066055873.0,2.994,0.3
2011-06-22,Spain,0,0,4069336470.0,3.056,0.3
2011-09-21,Spain,1,0,4028701696.0,3.042,0.3
2011-12-21,Spain,2,0,4059040527.0,2.69,0.3
2012-03-21,Spain,1,0,4109217447.0,2.999,0.3
2012-06-20,Spain,4,0,4024323538.0,3.007,0.3
2012-09-19,Spain,3,0,4037184361.0,2.934,0.3
2012-12-19,Spain,1,0,4014236255.0,3.011,0.3
2013-03-20,Spain,1,0,4041051024.0,3.073,0.3
2013-06-19,Spain,0,0,4062986934.0,3.077,0.3
2013-09-18,Spain,3,0,4006370055.0,2.76,0.3
2013-12-18,Spain,2,1,4016883166.0,2.979,0.3
2014-03-19,Spain,2,0,3976768232.0,3.03,0.3
2014-06-18,Spain,0,0,4053764585.0,2.779,0.3
2014-09-17,Spain,0,0,4094618861.0,3.002,0.3
2014-12-17,Spain,3,1,4011640300.0,2.664,0.3
2015-03-18,Spain,1,0,4072823492.0,2.748,0.3
2015-06-17,Spain,0,0,4065933025.0,2.932,0.3
2015-09-16,Spain,2,0,4051193093.0,3.038,0.3
2015-12-16,Spain,3,1,3992114604.0,2.998,0.3
2016-03-16,Spain,2,0,4034531464.0,2.935,0.3
2016-06-15,Spain,1,0,4040219199.0,2.924,0.3
2016-09-14,Spain,0,0,4036829418.0,2.784,0.3
2016-12-14,Spain,0,0,4029082790.0,3.045,0.3
2017-03-15,Spain,0,1,4072450528.0,2.909,0.3
2017-06-14,Spain,1,1,4025632933.0,2.685,0.3
2017-09-13,Spain,0,0,4043171141.0,2.977,0.3
2017-12-13,Spain,0,0,4079362922.0,3.133,0.3
2018-03-14,Spain,2,0,4097262320.0,2.863,0.3
2018-06-13,Spain,3,0,4046968847.0,2.915,0.3
2018-09-12,Spain,0,1,4078606532.0,2.911,0.3
2018-12-12,Spain,1,0,4064481506.0,2.96,0.3
2019-03-13,Spain,0,0,4040472114.0,2.778,0.3
2019-06-12,Spain,1,0,4036823286.0,2.986,0.3
2019-09-11,Spain,2,0,4092074873.0,2.882,0.3
2019-12-11,Spain,0,1,4096183419.0,2.967,0.3
2020-03-11,Spain,1,0,4035237416.0,2.905,0.3
2020-06-10,Spain,0,0,4060862583.0,3.069,0.3
2020-09-09,Spain,2,0,4011327505.0,2.965,0.3
2020-12-09,Spain,1,0,4016088665.0,2.848,0.3
2021-03-10,Spain,3,0,4018328611.0,2.912,0.3
2021-06-09,Spain,0,1,4100806207.0,2.846,0.3
2021-09-08,Spain,1,0,4086803692.0,2.908,0.3
2021-12-08,Spain,1,0,4029327769.0,2.935,0.3
2022-03-09,Spain,3,0,4050932537.0,2.832,0.3
2022-06-08,Spain,0,0,4022028360.0,3.054,0.3
2022-09-07,Spain,5,0,4047654081.0,2.845,0.3
2022-12-07,Spain,1,1,4018616301.0,2.666,0.3
2023-03-08,Spain,0,1,4055771940.0,2.859,0.3
2023-06-07,Spain,5,2,4036434052.0,2.634,0.3
2023-09-06,Spain,1,0,4044167716.0,2.939,0.3
2023-12-06,Spain,2,0,4020746278.0,3.005,0.3
2024-03-06,Spain,2,1,4075003612.0,2.986,0.3
2024-06-05,Spain,2,0,4024871516.0,2.92,0.3
2024-09-04,Spain,1,0,4002806264.0,3.024,0.3
2024-12-04,Spain,2,0,3981370049.0,2.782,0.3
2025-03-05,Spain,5,0,4056711030.0,2.669,0.3
2025-06-04,Spain,3,1,4060917969.0,3.181,0.3
2025-09-03,Spain,4,1,4017051351.0,2.894,0.3
2025-12-03,Spain,3,0,4034649854.0,3.068,0.3
2026-03-04,Spain,1,0,4021681444.0,2.667,0.3
2003-01-01,Sweden,1,0,1795375062.0,1.856,0.738
2003-04-02,Sweden,0,0,1831283209.0,1.907,0.733
2003-07-02,Sweden,1,0,1772777344.0,1.778,0.707
2003-10-01,Sweden,0,0,1782234343.0,1.883,0.749
2003-12-31,Sweden,0,0,1821636995.0,2.038,0.562
2004-03-31,Sweden,4,0,1842062900.0,1.868,0.834
2004-06-30,Sweden,3,0,1839504875.0,1.93,0.892
2004-09-29,Sweden,3,0,1712325263.0,1.628,0.874
2004-12-29,Sweden,1,0,1831614701.0,1.835,0.744
2005-03-30,Sweden,2,0,1788984316.0,2.065,0.897
2005-06-29,Sweden,1,0,1772993091.0,1.794,0.75
2005-09-28,Sweden,2,1,1823289766.0,1.741,0.625
2005-12-28,Sweden,1,0,1736415809.0,1.794,0.914
2006-03-29,Sweden,0,0,1770160853.0,1.801,0.778
2006-06-28,Sweden,0,0,1818852302.0,1.953,0.721
2006-09-27,Sweden,1,1,1789770884.0,1.504,0.777
2006-12-27,Sweden,0,0,1809269574.0,1.887,0.752
2007-03-28,Sweden,0,1,1775729543.0,1.821,0.919
2007-06-27,Sweden,1,0,1795691778.0,1.867,0.926
2007-09-26,Sweden,1,0,1848099825.0,1.654,0.824
2007-12-26,Sweden,3,0,1820558987.0,2.106,0.621
2008-03-26,Sweden,2,1,1791128300.0,1.834,0.608
2008-06-25,Sweden,1,0,1758191237.0,1.742,0.917
2008-09-24,Sweden,1,0,1829471297.0,1.616,0.724
2008-12-24,Sweden,0,0,1794164772.0,1.802,0.727
2009-03-25,Sweden,0,0,1788034297.0,1.952,0.748
2009-06-24,Sweden,1,0,1805871641.0,1.97,0.862
2009-09-23,Sweden,1,0,1828526932.0,1.723,0.602
2009-12-23,Sweden,0,0,1807080737.0,1.767,0.832
2010-03-24,Sweden,1,0,1835896213.0,1.764,0.587
2010-06-23,Sweden,2,0,1847945423.0,1.885,0.774
2010-09-22,Sweden,0,0,1838821893.0,1.553,0.738
2010-12-22,Sweden,1,0,1815581109.0,1.868,0.859
2011-03-23,Sweden,4,0,1808732438.0,1.803,0.883
2011-06-22,Sweden,0,0,1773572255.0,1.916,0.798
2011-09-21,Sweden,0,0,1740083217.0,1.747,0.746
2011-12-21,Sweden,5,0,1763923327.0,2.06,0.807
2012-03-21,Sweden,1,0,1841928746.0,1.766,0.955
2012-06-20,Sweden,1,0,1732874433.0,1.743,0.69
2012-09-19,Sweden,2,0,1761315312.0,1.883,0.693
2012-12-19,Sweden,1,0,1783641107.0,1.953,0.946
2013-03-20,Sweden,2,0,1841281775.0,1.929,0.824
2013-06-19,Sweden,3,0,1850123347.0,1.757,0.905
2013-09-18,Sweden,0,1,1757133010.0,1.771,0.749
2013-12-18,Sweden,1,0,1803168047.0,1.823,1.015
2014-03-19,Sweden,0,0,1865899307.0,1.741,0.616
2014-06-18,Sweden,0,0,1860221074.0,1.553,0.807
2014-09-17,Sweden,0,0,1819041711.0,1.978,0.75
2014-12-17,Sweden,1,0,1812478279.0,1.338,0.762
2015-03-18,Sweden,1,0,1817450805.0,2.096,0.759
2015-06-17,Sweden,0,1,1824451111.0,1.904,1.054
2015-09-16,Sweden,3,0,1760722840.0,1.868,0.889
2015-12-16,Sweden,1,0,1793668967.0,1.792,0.79
2016-03-16,Sweden,0,0,1824966137.0,1.877,0.994
2016-06-15,Sweden,1,1,1786587593.0,1.922,0.943
2016-09-14,Sweden,0,0,1795560358.0,1.727,0.65
2016-12-14,Sweden,2,0,1799631107.0,1.846,1.01
2017-03-15,Sweden,3,0,1730749285.0,1.716,1.078
2017-06-14,Sweden,1,0,1763470740.0,1.712,0.904
2017-09-13,Sweden,1,0,1831679393.0,2.324,0.743
2017-12-13,Sweden,1,1,1750021820.0,1.911,1.123
2018-03-14,Sweden,3,0,1805307871.0,1.815,0.615
2018-06-13,Sweden,0,0,1853815647.0,1.895,0.763
2018-09-12,Sweden,2,0,1795628874.0,1.952,0.605
2018-12-12,Sweden,1,1,1783537094.0,1.952,1.155
2019-03-13,Sweden,0,1,1788168920.0,1.746,0.73
2019-06-12,Sweden,0,0,1834615902.0,1.385,1.012
2019-09-11,Sweden,2,0,1818814173.0,1.653,0.916
2019-12-11,Sweden,3,0,1789989735.0,1.664,1.12
2020-03-11,Sweden,1,1,1813058921.0,1.878,0.642
2020-06-10,Sweden,0,2,1793844416.0,2.052,0.914
2020-09-09,Sweden,1,0,1810941372.0,1.693,0.797
2020-12-09,Sweden,1,0,1796404008.0,1.551,0.851
2021-03-10,Sweden,2,0,1842325296.0,1.652,0.92
2021-06-09,Sweden,1,0,1805715031.0,1.705,0.829
2021-09-08,Sweden,1,0,1814151565.0,1.971,0.659
2021-12-08,Sweden,4,0,1778549110.0,1.687,0.951
2022-03-09,Sweden,3,0,1792376639.0,1.786,0.862
2022-06-08,Sweden,1,0,1786647115.0,2.021,0.98
2022-09-07,Sweden,4,0,1882611379.0,1.727,0.764
2022-12-07,Sweden,2,0,1821716346.0,1.747,1.232
2023-03-08,Sweden,1,0,1778486823.0,1.725,0.515
2023-06-07,Sweden,1,0,1806746904.0,1.621,1.049
2023-09-06,Sweden,1,0,1769908182.0,1.747,0.916
2023-12-06,Sweden,1,0,1777113347.0,1.922,0.428
2024-03-06,Sweden,3,0,1864222810.0,1.736,0.798
2024-06-05,Sweden,0,0,1794259235.0,1.814,0.826
2024-09-04,Sweden,0,0,1821794180.0,1.755,0.943
2024-12-04,Sweden,2,1,1789505622.0,1.78,1.048
2025-03-05,Sweden,1,0,1801942964.0,1.905,0.69
2025-06-04,Sweden,2,0,1805345779.0,1.789,0.895
2025-09-03,Sweden,1,0,1757993833.0,1.872,0.659
2025-12-03,Sweden,1,1,1829251087.0,1.525,0.85
2026-03-04,Sweden,1,0,1792968779.0,1.814,0.89
2003-01-01,Switzerland,0,0,2316943002.0,1.989,0.65
2003-04-02,Switzerland,0,0,2339927937.0,1.873,0.602
2003-07-02,Switzerland,0,0,2256005968.0,2.17,0.597
2003-10-01,Switzerland,1,0,2285869768.0,2.087,0.86
2003-12-31,Switzerland,3,1,2277051372.0,1.811,0.518
2004-03-31,Switzerland,0,0,2286800161.0,2.086,0.594
2004-06-30,Switzerland,1,1,2251788614.0,1.843,0.685
2004-09-29,Switzerland,0,0,2313001155.0,1.95,0.388
2004-12-29,Switzerland,1,1,2276263925.0,2.217,0.544
2005-03-30,Switzerland,0,0,2256962150.0,2.246,0.661
2005-06-29,Switzerland,2,0,2255738747.0,2.072,0.727
2005-09-28,Switzerland,4,0,2272916733.0,2.005,0.658
2005-12-28,Switzerland,0,0,2332358468.0,2.296,0.511
2006-03-29,Switzerland,1,1,2299681215.0,1.966,0.579
2006-06-28,Switzerland,1,0,2283529801.0,2.16,0.574
2006-09-27,Switzerland,5,0,2267475855.0,2.02,0.779
2006-12-27,Switzerland,1,0,2247267025.0,1.842,0.522
2007-03-28,Switzerland,3,0,2264384364.0,2.17,0.6
2007-06-27,Switzerland,3,0,2210654988.0,1.847,0.643
2007-09-26,Switzerland,1,0,2261430816.0,2.274,0.679
2007-12-26,Switzerland,3,1,2328473486.0,2.162,0.483
2008-03-26,Switzerland,1,1,2313661395.0,2.176,0.564
2008-06-25,Switzerland,2,0,2297458763.0,2.058,0.635
2008-09-24,Switzerland,2,0,2323355846.0,2.02,0.628
2008-12-24,Switzerland,0,0,2276373902.0,1.722,0.542
2009-03-25,Switzerland,0,1,2260034977.0,2.246,0.591
2009-06-24,Switzerland,2,0,2327344930.0,2.019,0.586
2009-09-23,Switzerland,2,0,2334285241.0,2.007,0.737
2009-12-23,Switzerland,1,0,2278983149.0,1.987,0.542
2010-03-24,Switzerland,2,0,2299422537.0,2.265,0.3
2010-06-23,Switzerland,2,0,2354805701.0,1.985,0.922
2010-09-22,Switzerland,1,0,2285938821.0,1.901,0.425
2010-12-22,Switzerland,0,0,2239528102.0,2.214,0.357
2011-03-23,Switzerland,4,0,2259144202.0,2.212,0.527
2011-06-22,Switzerland,2,0,2232023697.0,1.879,0.737
2011-09-21,Switzerland,2,0,2280808998.0,2.01,0.771
2011-12-21,Switzerland,1,0,2286050422.0,2.12,0.743
2012-03-21,Switzerland,2,0,2288057836.0,1.85,0.352
2012-06-20,Switzerland,2,0,2252369694.0,2.177,0.475
2012-09-19,Switzerland,0,0,2324396092.0,1.99,0.663
2012-12-19,Switzerland,0,0,2270944831.0,2.007,0.501
2013-03-20,Switzerland,0,0,2304399065.0,1.892,0.639
2013-06-19,Switzerland,1,0,2231662931.0,1.971,0.642
2013-09-18,Switzerland,0,1,2317747096.0,2.215,0.742
2013-12-18,Switzerland,3,0,2265270552.0,1.85,0.935
2014-03-19,Switzerland,2,0,2269455034.0,1.863,0.641
2014-06-18,Switzerland,1,0,2190482561.0,1.907,0.534
2014-09-17,Switzerland,3,0,2296671168.0,1.755,0.4
2014-12-17,Switzerland,0,0,2261597023.0,1.963,0.5
2015-03-18,Switzerland,1,0,2291843229.0,2.263,0.353
2015-06-17,Switzerland,4,0,2323063948.0,1.828,0.697
2015-09-16,Switzerland,1,0,2253003056.0,2.0,0.303
2015-12-16,Switzerland,2,1,2194397691.0,1.866,0.507
2016-03-16,Switzerland,1,1,2318886122.0,2.088,0.614
2016-06-15,Switzerland,1,0,2230063521.0,2.225,0.806
2016-09-14,Switzerland,3,0,2311465787.0,1.845,0.66
2016-12-14,Switzerland,0,0,2269348638.0,2.1,0.725
2017-03-15,Switzerland,1,0,2259934145.0,2.259,0.429
2017-06-14,Switzerland,0,0,2266163227.0,1.873,0.748
2017-09-13,Switzerland,1,0,2261231416.0,2.064,0.364
2017-12-13,Switzerland,0,0,2291333138.0,2.157,0.678
2018-03-14,Switzerland,2,1,2295222586.0,2.154,0.328
2018-06-13,Switzerland,0,1,2268243856.0,1.974,0.438
2018-09-12,Switzerland,1,1,2309142655.0,2.232,0.547
2018-12-12,Switzerland,1,1,2269372388.0,2.065,0.42
2019-03-13,Switzerland,0,1,2270465165.0,1.639,0.543
2019-06-12,Switzerland,1,0,2226463921.0,2.08,0.53
2019-09-11,Switzerland,1,0,2306304096.0,1.922,0.623
