date,home_team,away_team,home_score,away_score,tournament,neutral,country
2015-12-17,Costa Rica,Wales,3,1,FIFA World Cup,False,Costa Rica
2015-12-21,Ivory Coast,Mexico,0,4,Nations League,False,Ivory Coast
2015-12-25,Peru,France,2,3,Friendly,False,Peru
2015-12-29,Ghana,Denmark,0,0,Friendly,False,Ghana
2016-01-02,Ukraine,Croatia,2,4,Friendly,True,Neutral
2016-01-06,Norway,Scotland,1,1,World Cup qualification,False,Norway
2016-01-10,Ghana,Qatar,2,0,World Cup qualification,False,Ghana
2016-01-13,Nigeria,Sweden,0,0,Friendly,True,Neutral
2016-01-17,Ivory Coast,Uruguay,1,2,Nations League,True,Neutral
2016-01-21,England,Australia,3,1,Friendly,False,England
2016-01-25,Poland,Algeria,3,0,Friendly,False,Poland
2016-01-29,Ghana,Cameroon,1,1,UEFA Euro,True,Neutral
2016-02-02,Canada,Costa Rica,2,1,Friendly,False,Canada
2016-02-06,Sweden,Cameroon,1,1,Friendly,False,Sweden
2016-02-10,Denmark,Chile,2,2,World Cup qualification,False,Denmark
2016-02-13,France,Panama,2,0,Friendly,True,Neutral
2016-02-17,Serbia,Costa Rica,1,1,Friendly,True,Neutral
2016-02-21,Algeria,Australia,4,3,Nations League,False,Algeria
2016-02-25,Ukraine,Turkey,3,0,Friendly,False,Ukraine
2016-02-29,Uruguay B,Australia,0,2,Friendly,False,Uruguay B
2016-03-04,Serbia,Australia,1,1,Friendly,False,Serbia
2016-03-08,Algeria,England,0,3,Friendly,False,Algeria
2016-03-11,Portugal,USA,4,1,Friendly,False,Portugal
2016-03-15,Ghana,Switzerland,0,1,Nations League,True,Neutral
2016-03-19,Serbia,Austria,2,1,Copa America,False,Serbia
2016-03-23,Mexico,Japan,1,2,Friendly,False,Mexico
2016-03-27,England,Denmark,2,0,Friendly,False,England
2016-03-31,Sweden,Japan,1,3,Friendly,False,Sweden
2016-04-04,Japan,Uruguay,2,3,World Cup qualification,False,Japan
2016-04-07,Nigeria,Scotland,2,3,World Cup qualification,False,Nigeria
2016-04-11,South Korea,Ivory Coast,0,2,Copa America,False,South Korea
2016-04-15,Colombia,Canada,4,3,Friendly,False,Colombia
2016-04-19,South Korea,Canada,0,2,Nations League,True,Neutral
2016-04-23,Belgium,Morocco,0,0,World Cup qualification,False,Belgium
2016-04-27,Netherlands,Ivory Coast,4,1,World Cup qualification,False,Netherlands
2016-05-01,Cameroon,Sweden,0,1,World Cup qualification,False,Cameroon
2016-05-04,Argentina,Wales,4,1,Friendly,False,Argentina
2016-05-08,Norway,Egypt,0,2,World Cup qualification,True,Neutral
2016-05-12,Sweden,Costa Rica,0,1,Friendly,True,Neutral
2016-05-16,Canada,Croatia,0,4,Friendly,False,Canada
2016-05-20,Austria,Italy,0,3,Nations League,False,Austria
2016-05-24,Morocco,France,1,2,Friendly,True,Neutral
2016-05-28,Algeria,Senegal,2,3,Friendly,False,Algeria
2016-05-31,Uruguay,South Korea,1,2,Friendly,False,Uruguay
2016-06-04,Morocco,Portugal,0,3,World Cup qualification,False,Morocco
2016-06-08,Italy,South Korea,1,0,World Cup qualification,True,Neutral
2016-06-12,Uruguay B,Canada,4,1,Friendly,True,Neutral
2016-06-16,Chile,Ukraine,1,0,World Cup qualification,False,Chile
2016-06-20,England,Australia,1,0,Friendly,True,Neutral
2016-06-24,Argentina,Canada,5,0,World Cup qualification,False,Argentina
2016-06-28,Morocco,Sweden,1,0,Nations League,False,Morocco
2016-07-01,Germany,France,3,3,Friendly,False,Germany
2016-07-05,Uruguay B,Cameroon,2,0,Friendly,False,Uruguay B
2016-07-09,Egypt,Iran,1,0,Friendly,False,Egypt
2016-07-13,Iran,Senegal,3,0,Friendly,False,Iran
2016-07-17,Wales,Argentina,0,4,Friendly,False,Wales
2016-07-21,Algeria,Croatia,0,2,World Cup qualification,True,Neutral
2016-07-25,Poland,Peru,1,1,Friendly,False,Poland
2016-07-28,Poland,USA,1,2,Friendly,False,Poland
2016-08-01,Algeria,South Korea,1,3,FIFA World Cup,False,Algeria
2016-08-05,Colombia,Uruguay,1,2,FIFA World Cup,False,Colombia
2016-08-09,USA,Wales,3,2,Friendly,False,USA
2016-08-13,Poland,Serbia,0,3,Copa America,False,Poland
2016-08-17,Ukraine,Serbia,4,0,Friendly,False,Ukraine
2016-08-21,Tunisia,Switzerland,1,1,FIFA World Cup,False,Tunisia
2016-08-24,Serbia,Uruguay B,2,0,World Cup qualification,False,Serbia
2016-08-28,Mexico,Croatia,2,0,World Cup qualification,False,Mexico
2016-09-01,Japan,Egypt,1,2,Nations League,False,Japan
2016-09-05,Sweden,Belgium,0,1,Friendly,True,Neutral
2016-09-09,Norway,Nigeria,2,1,World Cup qualification,False,Norway
2016-09-13,Spain,Sweden,3,0,Friendly,False,Spain
2016-09-17,Uruguay,Scotland,1,2,World Cup qualification,False,Uruguay
2016-09-20,Chile,Morocco,0,2,Copa America,False,Chile
2016-09-24,Norway,Colombia,0,0,World Cup qualification,True,Neutral
2016-09-28,Croatia,Sweden,2,2,Friendly,False,Croatia
2016-10-02,France,Turkey,4,1,FIFA World Cup,False,France
2016-10-06,USA,Portugal,3,0,Friendly,True,Neutral
2016-10-10,Argentina,Morocco,1,0,World Cup qualification,False,Argentina
2016-10-14,Ivory Coast,Chile,2,1,Friendly,False,Ivory Coast
2016-10-17,Panama,Serbia,3,2,Friendly,True,Neutral
2016-10-21,Nigeria,Panama,1,1,World Cup qualification,False,Nigeria
2016-10-25,Scotland,Iran,2,2,Friendly,False,Scotland
2016-10-29,Egypt,Uruguay B,1,1,Friendly,False,Egypt
2016-11-02,Iran,Tunisia,0,0,Nations League,False,Iran
2016-11-06,Australia,Chile,2,1,World Cup qualification,True,Neutral
2016-11-10,Uruguay B,Ukraine,1,3,Friendly,True,Neutral
2016-11-14,Saudi Arabia,Peru,0,2,Friendly,True,Neutral
2016-11-17,Brazil,Tunisia,4,1,Friendly,True,Neutral
2016-11-21,Ghana,Japan,0,1,FIFA World Cup,False,Ghana
2016-11-25,Cameroon,Netherlands,0,4,Friendly,True,Neutral
2016-11-29,Iran,Norway,1,2,Friendly,False,Iran
2016-12-03,Senegal,Tunisia,1,2,Friendly,False,Senegal
2016-12-07,Wales,Austria,2,2,Friendly,False,Wales
2016-12-11,Saudi Arabia,Switzerland,0,3,Friendly,False,Saudi Arabia
2016-12-14,Norway,Costa Rica,1,0,Nations League,False,Norway
2016-12-18,Croatia,Spain,0,1,Friendly,False,Croatia
2016-12-22,Costa Rica,Argentina,0,4,Friendly,True,Neutral
2016-12-26,Iran,Serbia,0,4,Nations League,False,Iran
2016-12-30,Brazil,Uruguay B,0,1,World Cup qualification,False,Brazil
2017-01-03,USA,Brazil,0,3,FIFA World Cup,False,USA
2017-01-07,Portugal,Italy,1,1,Friendly,True,Neutral
2017-01-10,Switzerland,Austria,1,0,Friendly,False,Switzerland
2017-01-14,Germany,Qatar,1,1,World Cup qualification,False,Germany
2017-01-18,Iran,Argentina,0,6,World Cup qualification,False,Iran
2017-01-22,France,Ivory Coast,2,0,World Cup qualification,True,Neutral
2017-01-26,Ukraine,England,1,0,Friendly,False,Ukraine
2017-01-30,Saudi Arabia,Costa Rica,0,2,Friendly,True,Neutral
2017-02-03,France,Scotland,2,0,Friendly,False,France
2017-02-06,Croatia,Ivory Coast,5,0,UEFA Euro,False,Croatia
2017-02-10,Ghana,Morocco,2,1,Friendly,False,Ghana
2017-02-14,Denmark,Ukraine,2,1,Friendly,True,Neutral
2017-02-18,Portugal,Austria,3,0,Copa America,False,Portugal
2017-02-22,Ghana,Sweden,0,1,Friendly,False,Ghana
2017-02-26,England,Portugal,1,2,Friendly,False,England
2017-03-02,Costa Rica,Denmark,0,1,World Cup qualification,True,Neutral
2017-03-06,Sweden,Ivory Coast,3,2,Friendly,False,Sweden
2017-03-09,Switzerland,Turkey,2,0,Friendly,False,Switzerland
2017-03-13,Peru,Belgium,0,1,UEFA Euro,True,Neutral
2017-03-17,Ghana,Mexico,0,3,Friendly,False,Ghana
2017-03-21,Saudi Arabia,Australia,3,0,Nations League,False,Saudi Arabia
2017-03-25,Algeria,Nigeria,2,0,Nations League,True,Neutral
2017-03-29,Scotland,Spain,1,4,FIFA World Cup,False,Scotland
2017-04-02,Ghana,Portugal,1,1,Friendly,False,Ghana
2017-04-05,Colombia,Argentina,2,2,FIFA World Cup,True,Neutral
2017-04-09,Germany,Netherlands,0,2,Friendly,False,Germany
2017-04-13,Iran,Uruguay B,2,1,Friendly,False,Iran
2017-04-17,Saudi Arabia,Uruguay,2,1,UEFA Euro,True,Neutral
2017-04-21,Scotland,Switzerland,1,0,Friendly,False,Scotland
2017-04-25,Algeria,Switzerland,1,2,Nations League,False,Algeria
2017-04-29,Algeria,Argentina,0,3,Copa America,False,Algeria
2017-05-02,Cameroon,Peru,1,1,Nations League,False,Cameroon
2017-05-06,Panama,Germany,1,2,World Cup qualification,True,Neutral
2017-05-10,Egypt,Brazil,2,4,World Cup qualification,False,Egypt
2017-05-14,Austria,Ivory Coast,0,0,Copa America,False,Austria
2017-05-18,Brazil,Germany,1,1,Copa America,False,Brazil
2017-05-22,Ivory Coast,Iran,0,2,Copa America,False,Ivory Coast
2017-05-26,South Korea,Serbia,0,2,Friendly,True,Neutral
2017-05-29,Norway,Turkey,1,2,Friendly,True,Neutral
2017-06-02,Panama,Peru,2,0,Friendly,False,Panama
2017-06-06,France,Ecuador,4,2,Nations League,True,Neutral
2017-06-10,Australia,Algeria,0,0,Nations League,False,Australia
2017-06-14,Portugal,Egypt,2,2,Copa America,True,Neutral
2017-06-18,Croatia,Mexico,0,2,World Cup qualification,False,Croatia
2017-06-22,Austria,USA,1,2,World Cup qualification,True,Neutral
2017-06-25,Sweden,Nigeria,5,2,Friendly,False,Sweden
2017-06-29,Serbia,Turkey,3,0,World Cup qualification,False,Serbia
2017-07-03,Turkey,Egypt,0,0,Nations League,False,Turkey
2017-07-07,Costa Rica,Mexico,1,3,World Cup qualification,False,Costa Rica
2017-07-11,Costa Rica,Senegal,0,0,Friendly,False,Costa Rica
2017-07-15,France,Qatar,5,0,FIFA World Cup,False,France
2017-07-19,Qatar,Morocco,2,3,Copa America,True,Neutral
2017-07-23,Turkey,Poland,2,2,Friendly,True,Neutral
2017-07-26,Peru,Ghana,3,2,UEFA Euro,True,Neutral
2017-07-30,Belgium,Portugal,4,1,Nations League,False,Belgium
2017-08-03,Scotland,Italy,0,0,Friendly,False,Scotland
2017-08-07,Croatia,Wales,3,0,Friendly,False,Croatia
2017-08-11,Netherlands,Canada,3,0,Friendly,False,Netherlands
2017-08-15,Croatia,Qatar,1,0,World Cup qualification,False,Croatia
2017-08-19,Serbia,Germany,0,2,World Cup qualification,False,Serbia
2017-08-22,Ecuador,England,1,2,Friendly,True,Neutral
2017-08-26,Norway,Spain,1,1,UEFA Euro,False,Norway
2017-08-30,Uruguay,Morocco,1,0,Friendly,True,Neutral
2017-09-03,Sweden,Canada,3,0,Friendly,False,Sweden
2017-09-07,South Korea,Ecuador,0,1,World Cup qualification,False,South Korea
2017-09-11,Denmark,Chile,1,0,Friendly,False,Denmark
2017-09-15,Iran,Canada,0,1,Friendly,True,Neutral
2017-09-18,England,Tunisia,2,2,Friendly,False,England
2017-09-22,Poland,Australia,1,0,Friendly,False,Poland
2017-09-26,Croatia,Belgium,1,3,FIFA World Cup,True,Neutral
2017-09-30,Algeria,Colombia,2,2,Nations League,True,Neutral
2017-10-04,Denmark,Turkey,4,0,World Cup qualification,False,Denmark
2017-10-08,Switzerland,France,2,2,UEFA Euro,False,Switzerland
2017-10-12,Portugal,Senegal,0,1,Friendly,True,Neutral
2017-10-15,USA,Ivory Coast,1,1,World Cup qualification,True,Neutral
2017-10-19,Brazil,Norway,2,0,World Cup qualification,False,Brazil
2017-10-23,France,Panama,3,0,Friendly,False,France
2017-10-27,Qatar,Belgium,0,1,Nations League,False,Qatar
2017-10-31,Belgium,USA,0,0,World Cup qualification,False,Belgium
2017-11-04,Iran,Panama,1,0,Friendly,False,Iran
2017-11-08,Peru,South Korea,2,1,Friendly,False,Peru
2017-11-11,Portugal,Uruguay B,4,2,World Cup qualification,False,Portugal
2017-11-15,Brazil,Egypt,5,0,FIFA World Cup,True,Neutral
2017-11-19,Canada,Norway,2,3,Copa America,True,Neutral
2017-11-23,Uruguay B,Ukraine,0,2,Friendly,False,Uruguay B
2017-11-27,Japan,Austria,0,2,World Cup qualification,False,Japan
2017-12-01,Costa Rica,Poland,1,3,Copa America,True,Neutral
2017-12-05,Switzerland,Chile,1,1,Friendly,False,Switzerland
2017-12-09,Germany,Poland,3,1,UEFA Euro,True,Neutral
2017-12-12,Ecuador,Ukraine,2,0,Friendly,False,Ecuador
2017-12-16,Portugal,Brazil,1,3,Friendly,False,Portugal
2017-12-20,Scotland,Italy,1,5,World Cup qualification,False,Scotland
2017-12-24,Austria,Ivory Coast,0,1,Friendly,False,Austria
2017-12-28,Denmark,Mexico,2,1,Friendly,False,Denmark
2018-01-01,Belgium,Nigeria,4,0,FIFA World Cup,False,Belgium
2018-01-05,Portugal,Australia,3,0,World Cup qualification,False,Portugal
2018-01-08,Sweden,Italy,0,1,Friendly,False,Sweden
2018-01-12,USA,Peru,3,0,UEFA Euro,False,USA
2018-01-16,Netherlands,Morocco,1,1,Nations League,False,Netherlands
2018-01-20,Scotland,Iran,2,1,Friendly,False,Scotland
2018-01-24,Portugal,Morocco,2,0,World Cup qualification,False,Portugal
2018-01-28,Turkey,Argentina,0,3,Friendly,False,Turkey
2018-02-01,Morocco,Egypt,0,1,Nations League,False,Morocco
2018-02-04,South Korea,Wales,1,2,FIFA World Cup,True,Neutral
2018-02-08,Belgium,Nigeria,0,2,Friendly,False,Belgium
2018-02-12,Tunisia,Serbia,2,0,Friendly,False,Tunisia
2018-02-16,Spain,Norway,2,1,Copa America,False,Spain
2018-02-20,Ivory Coast,Ecuador,4,0,Friendly,False,Ivory Coast
2018-02-24,Qatar,Ghana,0,3,Friendly,True,Neutral
2018-02-28,Egypt,Peru,2,1,World Cup qualification,False,Egypt
2018-03-03,Argentina,Belgium,1,1,Friendly,False,Argentina
2018-03-07,Mexico,Qatar,2,2,World Cup qualification,False,Mexico
2018-03-11,Italy,Saudi Arabia,3,1,Copa America,True,Neutral
2018-03-15,Ecuador,Mexico,0,4,World Cup qualification,False,Ecuador
2018-03-19,Argentina,Uruguay,4,1,Friendly,False,Argentina
2018-03-23,Brazil,Argentina,3,2,Friendly,False,Brazil
2018-03-27,Poland,Ukraine,1,5,Friendly,False,Poland
2018-03-30,Egypt,Portugal,1,1,World Cup qualification,False,Egypt
2018-04-03,Brazil,Switzerland,5,1,Friendly,False,Brazil
2018-04-07,Argentina,Algeria,6,3,Friendly,True,Neutral
2018-04-11,Canada,England,1,2,Friendly,False,Canada
2018-04-15,USA,Saudi Arabia,1,1,FIFA World Cup,True,Neutral
2018-04-19,Spain,Austria,4,2,Nations League,False,Spain
2018-04-23,Japan,Ghana,2,1,Friendly,False,Japan
2018-04-27,Serbia,Chile,0,0,FIFA World Cup,False,Serbia
2018-04-30,Turkey,Wales,2,0,UEFA Euro,False,Turkey
2018-05-04,Panama,Colombia,2,4,Friendly,False,Panama
2018-05-08,Sweden,Iran,2,2,Friendly,False,Sweden
2018-05-12,Tunisia,Ghana,0,1,World Cup qualification,False,Tunisia
2018-05-16,Scotland,Costa Rica,0,1,UEFA Euro,False,Scotland
2018-05-20,USA,Scotland,1,1,Friendly,True,Neutral
2018-05-24,Qatar,Chile,2,1,Copa America,True,Neutral
2018-05-27,Poland,Qatar,2,0,Friendly,False,Poland
2018-05-31,Belgium,Nigeria,2,0,FIFA World Cup,False,Belgium
2018-06-04,Germany,Peru,3,2,World Cup qualification,False,Germany
2018-06-08,Portugal,Italy,2,2,Friendly,False,Portugal
2018-06-12,Ukraine,Qatar,0,2,UEFA Euro,False,Ukraine
2018-06-16,Mexico,Portugal,1,0,UEFA Euro,False,Mexico
2018-06-20,Uruguay B,Croatia,2,1,Copa America,False,Uruguay B
2018-06-23,Senegal,Germany,0,2,Friendly,True,Neutral
2018-06-27,Costa Rica,Tunisia,0,0,Friendly,False,Costa Rica
2018-07-01,Ukraine,Netherlands,0,4,World Cup qualification,False,Ukraine
2018-07-05,Ukraine,Costa Rica,2,0,World Cup qualification,False,Ukraine
2018-07-09,Australia,Japan,5,4,Friendly,False,Australia
2018-07-13,Scotland,Brazil,0,1,Copa America,False,Scotland
2018-07-17,France,Turkey,2,0,World Cup qualification,True,Neutral
2018-07-20,Wales,Portugal,0,2,FIFA World Cup,False,Wales
2018-07-24,Argentina,Algeria,2,3,World Cup qualification,False,Argentina
2018-07-28,Australia,Morocco,1,1,Friendly,False,Australia
2018-08-01,Germany,England,2,1,World Cup qualification,False,Germany
2018-08-05,Italy,Wales,1,0,Friendly,True,Neutral
2018-08-09,Argentina,Denmark,2,0,Friendly,False,Argentina
2018-08-13,Serbia,Scotland,1,1,Friendly,True,Neutral
2018-08-17,Uruguay,Ukraine,3,0,UEFA Euro,True,Neutral
2018-08-20,Switzerland,Cameroon,2,1,World Cup qualification,True,Neutral
2018-08-24,Nigeria,Belgium,0,2,Friendly,False,Nigeria
2018-08-28,Poland,Serbia,2,1,UEFA Euro,False,Poland
2018-09-01,Ivory Coast,Switzerland,0,2,Friendly,False,Ivory Coast
2018-09-05,Ivory Coast,Peru,2,1,FIFA World Cup,False,Ivory Coast
2018-09-09,Poland,Qatar,1,1,Friendly,False,Poland
2018-09-13,Senegal,Ivory Coast,3,2,Friendly,True,Neutral
2018-09-16,Scotland,Algeria,3,0,Nations League,False,Scotland
2018-09-20,Switzerland,USA,2,0,World Cup qualification,False,Switzerland
2018-09-24,Poland,Peru,1,2,World Cup qualification,False,Poland
2018-09-28,Norway,Switzerland,2,3,Nations League,False,Norway
2018-10-02,Germany,Chile,3,2,Friendly,False,Germany
2018-10-06,Ivory Coast,Costa Rica,0,3,Friendly,False,Ivory Coast
2018-10-10,Panama,Portugal,1,4,Friendly,False,Panama
2018-10-13,Australia,Ivory Coast,2,3,Nations League,True,Neutral
2018-10-17,Turkey,Uruguay,2,3,Friendly,False,Turkey
2018-10-21,Spain,Ghana,5,1,World Cup qualification,False,Spain
2018-10-25,Ivory Coast,Austria,0,0,Friendly,False,Ivory Coast
2018-10-29,Chile,Denmark,0,2,FIFA World Cup,False,Chile
2018-11-02,Algeria,Germany,0,3,Friendly,True,Neutral
2018-11-06,Algeria,Netherlands,0,2,Friendly,False,Algeria
2018-11-09,Panama,France,0,1,World Cup qualification,False,Panama
2018-11-13,Denmark,Turkey,0,0,Copa America,False,Denmark
2018-11-17,USA,Turkey,0,3,Friendly,False,USA
2018-11-21,Croatia,Senegal,2,2,FIFA World Cup,False,Croatia
2018-11-25,Austria,Switzerland,0,3,Friendly,True,Neutral
2018-11-29,Wales,Qatar,1,2,Copa America,False,Wales
2018-12-03,Denmark,Tunisia,0,4,Friendly,False,Denmark
2018-12-06,Sweden,Scotland,4,2,World Cup qualification,True,Neutral
2018-12-10,Croatia,Peru,4,0,Friendly,False,Croatia
2018-12-14,Senegal,USA,1,1,Friendly,True,Neutral
2018-12-18,Colombia,Uruguay,1,2,World Cup qualification,False,Colombia
2018-12-22,Qatar,Colombia,0,1,Copa America,False,Qatar
2018-12-26,Peru,Argentina,1,2,FIFA World Cup,False,Peru
2018-12-30,Ukraine,Qatar,2,0,Friendly,False,Ukraine
2019-01-03,Ghana,Serbia,2,4,World Cup qualification,True,Neutral
2019-01-06,Uruguay B,Peru,1,0,Friendly,True,Neutral
2019-01-10,Ghana,Poland,2,2,Copa America,False,Ghana
2019-01-14,Ivory Coast,Brazil,0,3,Nations League,False,Ivory Coast
2019-01-18,Colombia,Iran,3,0,World Cup qualification,False,Colombia
2019-01-22,USA,Germany,1,1,Friendly,False,USA
2019-01-26,Norway,Portugal,2,1,FIFA World Cup,False,Norway
2019-01-30,Ecuador,Tunisia,1,1,UEFA Euro,True,Neutral
2019-02-02,Ghana,Ukraine,0,2,World Cup qualification,False,Ghana
2019-02-06,Canada,Scotland,1,1,World Cup qualification,False,Canada
2019-02-10,Egypt,Saudi Arabia,3,1,Copa America,True,Neutral
2019-02-14,Switzerland,South Korea,4,2,Friendly,True,Neutral
2019-02-18,Switzerland,Austria,3,1,UEFA Euro,False,Switzerland
2019-02-22,Norway,Chile,4,3,World Cup qualification,False,Norway
2019-02-26,Netherlands,Ivory Coast,4,0,World Cup qualification,False,Netherlands
2019-03-01,Egypt,Colombia,2,1,Friendly,True,Neutral
2019-03-05,Italy,Poland,1,1,Friendly,False,Italy
2019-03-09,France,Iran,4,0,World Cup qualification,False,France
2019-03-13,Ecuador,Switzerland,0,1,Friendly,False,Ecuador
2019-03-17,South Korea,Italy,1,0,Friendly,False,South Korea
2019-03-21,Croatia,Norway,2,1,FIFA World Cup,False,Croatia
2019-03-25,Turkey,Egypt,1,0,FIFA World Cup,True,Neutral
2019-03-28,Uruguay B,Portugal,0,1,Friendly,False,Uruguay B
2019-04-01,Ivory Coast,Austria,2,2,Friendly,False,Ivory Coast
2019-04-05,Senegal,Austria,3,0,Copa America,False,Senegal
2019-04-09,Scotland,Spain,1,4,Nations League,False,Scotland
2019-04-13,Brazil,England,3,0,World Cup qualification,True,Neutral
2019-04-17,Egypt,Tunisia,0,1,Friendly,False,Egypt
2019-04-21,Turkey,Saudi Arabia,2,2,World Cup qualification,False,Turkey
2019-04-24,Senegal,Portugal,1,3,World Cup qualification,True,Neutral
2019-04-28,Belgium,Ukraine,2,1,UEFA Euro,True,Neutral
2019-05-02,Wales,Colombia,0,2,Copa America,False,Wales
2019-05-06,Poland,Scotland,1,2,UEFA Euro,False,Poland
2019-05-10,Chile,Costa Rica,0,1,Friendly,False,Chile
2019-05-14,Senegal,Netherlands,3,2,Friendly,False,Senegal
2019-05-18,Senegal,Argentina,0,2,UEFA Euro,False,Senegal
2019-05-22,Poland,Netherlands,0,2,UEFA Euro,True,Neutral
2019-05-25,Ghana,Australia,1,3,Friendly,False,Ghana
2019-05-29,Turkey,Chile,0,0,Friendly,True,Neutral
2019-06-02,Peru,South Korea,3,0,World Cup qualification,False,Peru
2019-06-06,England,Uruguay,2,1,World Cup qualification,False,England
2019-06-10,Morocco,Qatar,2,1,Friendly,False,Morocco
2019-06-14,Uruguay B,Chile,0,2,Nations League,True,Neutral
2019-06-18,Tunisia,Croatia,0,3,Friendly,True,Neutral
2019-06-21,Ivory Coast,Uruguay,1,2,UEFA Euro,True,Neutral
2019-06-25,Netherlands,Ivory Coast,2,0,World Cup qualification,True,Neutral
2019-06-29,Turkey,Belgium,1,0,Friendly,True,Neutral
2019-07-03,Portugal,Ukraine,2,0,Friendly,True,Neutral
2019-07-07,Japan,Switzerland,1,3,FIFA World Cup,True,Neutral
2019-07-11,Ivory Coast,Japan,0,3,Friendly,True,Neutral
2019-07-15,Peru,Scotland,2,1,Nations League,False,Peru
2019-07-18,Cameroon,Egypt,3,2,UEFA Euro,False,Cameroon
2019-07-22,Egypt,Switzerland,0,1,Friendly,True,Neutral
2019-07-26,Belgium,Uruguay,1,1,Friendly,False,Belgium
2019-07-30,France,Ivory Coast,5,0,FIFA World Cup,False,France
2019-08-03,Sweden,Qatar,1,0,UEFA Euro,False,Sweden
2019-08-07,Norway,Chile,2,1,Friendly,False,Norway
2019-08-11,Netherlands,Spain,1,2,World Cup qualification,False,Netherlands
2019-08-14,Senegal,Switzerland,1,3,World Cup qualification,False,Senegal
2019-08-18,Belgium,Germany,2,1,Friendly,True,Neutral
2019-08-22,Scotland,Peru,1,2,Friendly,True,Neutral
2019-08-26,Mexico,Denmark,1,1,World Cup qualification,False,Mexico
2019-08-30,Brazil,Japan,1,2,World Cup qualification,True,Neutral
2019-09-03,Tunisia,France,0,1,FIFA World Cup,False,Tunisia
2019-09-07,South Korea,Uruguay,1,2,Friendly,False,South Korea
2019-09-10,Netherlands,Austria,2,0,Friendly,True,Neutral
2019-09-14,Netherlands,South Korea,2,0,UEFA Euro,False,Netherlands
2019-09-18,Japan,Canada,3,1,Copa America,False,Japan
2019-09-22,Belgium,Cameroon,2,1,Friendly,False,Belgium
2019-09-26,England,Saudi Arabia,2,2,World Cup qualification,False,England
2019-09-30,Cameroon,Sweden,1,0,Friendly,True,Neutral
2019-10-04,Brazil,Chile,1,1,World Cup qualification,False,Brazil
2019-10-08,Colombia,Qatar,4,1,Copa America,False,Colombia
2019-10-11,Denmark,Sweden,1,2,World Cup qualification,False,Denmark
2019-10-15,Belgium,Colombia,3,0,Nations League,True,Neutral
2019-10-19,Serbia,Costa Rica,0,1,Friendly,True,Neutral
2019-10-23,Germany,Uruguay,2,0,World Cup qualification,False,Germany
2019-10-27,Argentina,Uruguay,3,2,World Cup qualification,True,Neutral
2019-10-31,Denmark,Sweden,0,0,Friendly,True,Neutral
2019-11-04,France,Colombia,3,0,UEFA Euro,True,Neutral
2019-11-07,Morocco,Ecuador,2,0,Nations League,False,Morocco
2019-11-11,Panama,Peru,1,0,Friendly,False,Panama
2019-11-15,Saudi Arabia,Australia,3,2,Copa America,False,Saudi Arabia
2019-11-19,Poland,Iran,2,1,World Cup qualification,False,Poland
2019-11-23,Portugal,Poland,3,1,Nations League,False,Portugal
2019-11-27,Ghana,Denmark,0,2,World Cup qualification,False,Ghana
2019-12-01,Uruguay B,Peru,1,3,Nations League,False,Uruguay B
2019-12-04,Sweden,Chile,2,0,Nations League,False,Sweden
2019-12-08,Germany,Belgium,1,0,Friendly,False,Germany
2019-12-12,Chile,South Korea,1,0,Friendly,False,Chile
2019-12-16,South Korea,Argentina,1,3,Friendly,True,Neutral
2019-12-20,Scotland,Senegal,1,1,Friendly,True,Neutral
2019-12-24,Panama,Uruguay B,1,1,FIFA World Cup,False,Panama
2019-12-28,Norway,Netherlands,1,1,World Cup qualification,False,Norway
2019-12-31,USA,Qatar,2,0,World Cup qualification,False,USA
2020-01-04,Morocco,Argentina,1,2,World Cup qualification,False,Morocco
2020-01-08,Italy,Spain,2,0,FIFA World Cup,True,Neutral
2020-01-12,Qatar,Turkey,2,2,World Cup qualification,False,Qatar
2020-01-16,Croatia,Peru,4,1,Friendly,False,Croatia
2020-01-20,Peru,Algeria,5,0,Nations League,False,Peru
2020-01-24,Norway,Wales,3,0,Copa America,False,Norway
2020-01-28,Saudi Arabia,Algeria,2,2,Friendly,False,Saudi Arabia
2020-01-31,Tunisia,Peru,5,2,Copa America,False,Tunisia
2020-02-04,South Korea,Norway,0,0,UEFA Euro,True,Neutral
2020-02-08,Ghana,Cameroon,0,3,World Cup qualification,True,Neutral
2020-02-12,Scotland,Wales,1,1,World Cup qualification,True,Neutral
2020-02-16,Ivory Coast,Ghana,1,2,World Cup qualification,True,Neutral
2020-02-20,Chile,Egypt,1,1,Friendly,True,Neutral
2020-02-24,Austria,Cameroon,1,1,Nations League,False,Austria
2020-02-27,Japan,Ukraine,2,1,World Cup qualification,False,Japan
2020-03-02,Netherlands,Iran,2,0,Friendly,True,Neutral
2020-03-06,Wales,Australia,0,1,World Cup qualification,True,Neutral
2020-03-10,Italy,Colombia,2,2,Friendly,False,Italy
2020-03-14,Chile,Senegal,2,0,UEFA Euro,False,Chile
2020-03-18,Costa Rica,Denmark,1,4,Friendly,True,Neutral
2020-03-22,Belgium,Nigeria,1,1,Nations League,True,Neutral
2020-03-25,Costa Rica,Ecuador,0,3,World Cup qualification,False,Costa Rica
2020-03-29,Colombia,South Korea,0,0,UEFA Euro,False,Colombia
2020-04-02,Brazil,Argentina,2,2,Friendly,False,Brazil
2020-04-06,Panama,Sweden,2,1,FIFA World Cup,True,Neutral
2020-04-10,Costa Rica,Ivory Coast,1,1,World Cup qualification,False,Costa Rica
