as_of_date,team,average_age,total_caps,coach_tenure_days,fifa_confederation,source_url
2024-06-05,Morocco,24.19,727,352,UEFA,synthetic://sample-data
2024-12-04,Morocco,27.8,760,303,UEFA,synthetic://sample-data
2025-06-04,Morocco,27.04,682,713,UEFA,synthetic://sample-data
2025-12-03,Morocco,24.55,805,452,UEFA,synthetic://sample-data
2003-01-01,Netherlands,22.06,930,728,AFC,synthetic://sample-data
2003-07-02,Netherlands,27.37,1014,1018,AFC,synthetic://sample-data
2003-12-31,Netherlands,22.38,975,359,AFC,synthetic://sample-data
2004-06-30,Netherlands,27.38,984,819,AFC,synthetic://sample-data
2004-12-29,Netherlands,28.49,953,179,AFC,synthetic://sample-data
2005-06-29,Netherlands,25.45,934,194,AFC,synthetic://sample-data
2005-12-28,Netherlands,26.21,981,404,AFC,synthetic://sample-data
2006-06-28,Netherlands,24.13,1035,271,AFC,synthetic://sample-data
2006-12-27,Netherlands,26.15,936,222,AFC,synthetic://sample-data
2007-06-27,Netherlands,25.05,951,537,AFC,synthetic://sample-data
2007-12-26,Netherlands,29.44,1007,1159,AFC,synthetic://sample-data
2008-06-25,Netherlands,25.81,935,680,AFC,synthetic://sample-data
2008-12-24,Netherlands,24.03,952,637,AFC,synthetic://sample-data
2009-06-24,Netherlands,25.19,910,641,AFC,synthetic://sample-data
2009-12-23,Netherlands,25.23,970,253,AFC,synthetic://sample-data
2010-06-23,Netherlands,21.74,967,1039,AFC,synthetic://sample-data
2010-12-22,Netherlands,29.57,990,679,AFC,synthetic://sample-data
2011-06-22,Netherlands,28.14,956,811,AFC,synthetic://sample-data
2011-12-21,Netherlands,25.91,938,508,AFC,synthetic://sample-data
2012-06-20,Netherlands,25.05,983,354,AFC,synthetic://sample-data
2012-12-19,Netherlands,26.11,966,460,AFC,synthetic://sample-data
2013-06-19,Netherlands,27.19,974,603,AFC,synthetic://sample-data
2013-12-18,Netherlands,25.89,925,483,AFC,synthetic://sample-data
2014-06-18,Netherlands,26.05,1030,1078,AFC,synthetic://sample-data
2014-12-17,Netherlands,25.2,953,282,AFC,synthetic://sample-data
2015-06-17,Netherlands,27.69,959,1624,AFC,synthetic://sample-data
2015-12-16,Netherlands,26.67,982,785,AFC,synthetic://sample-data
2016-06-15,Netherlands,26.04,1000,284,AFC,synthetic://sample-data
2016-12-14,Netherlands,25.14,993,620,AFC,synthetic://sample-data
2017-06-14,Netherlands,27.14,951,556,AFC,synthetic://sample-data
2017-12-13,Netherlands,25.99,995,1410,AFC,synthetic://sample-data
2018-06-13,Netherlands,23.85,918,446,AFC,synthetic://sample-data
2018-12-12,Netherlands,23.83,920,619,AFC,synthetic://sample-data
2019-06-12,Netherlands,22.01,997,243,AFC,synthetic://sample-data
2019-12-11,Netherlands,25.28,933,200,AFC,synthetic://sample-data
2020-06-10,Netherlands,26.69,955,642,AFC,synthetic://sample-data
2020-12-09,Netherlands,28.48,957,1244,AFC,synthetic://sample-data
2021-06-09,Netherlands,24.89,987,446,AFC,synthetic://sample-data
2021-12-08,Netherlands,24.72,927,1317,AFC,synthetic://sample-data
2022-06-08,Netherlands,25.78,968,651,AFC,synthetic://sample-data
2022-12-07,Netherlands,26.95,942,401,AFC,synthetic://sample-data
2023-06-07,Netherlands,29.92,973,349,AFC,synthetic://sample-data
2023-12-06,Netherlands,25.49,945,833,AFC,synthetic://sample-data
2024-06-05,Netherlands,26.76,922,705,AFC,synthetic://sample-data
2024-12-04,Netherlands,26.78,937,532,AFC,synthetic://sample-data
2025-06-04,Netherlands,28.1,930,590,AFC,synthetic://sample-data
2025-12-03,Netherlands,27.59,1002,151,AFC,synthetic://sample-data
2003-01-01,Nigeria,27.72,466,269,CAF,synthetic://sample-data
2003-07-02,Nigeria,28.18,433,562,CAF,synthetic://sample-data
2003-12-31,Nigeria,24.3,528,304,CAF,synthetic://sample-data
2004-06-30,Nigeria,22.57,487,219,CAF,synthetic://sample-data
2004-12-29,Nigeria,25.07,518,787,CAF,synthetic://sample-data
2005-06-29,Nigeria,21.97,521,228,CAF,synthetic://sample-data
2005-12-28,Nigeria,26.6,472,478,CAF,synthetic://sample-data
2006-06-28,Nigeria,28.0,499,1991,CAF,synthetic://sample-data
2006-12-27,Nigeria,26.71,496,1455,CAF,synthetic://sample-data
2007-06-27,Nigeria,25.66,486,76,CAF,synthetic://sample-data
2007-12-26,Nigeria,28.28,561,549,CAF,synthetic://sample-data
2008-06-25,Nigeria,30.04,510,691,CAF,synthetic://sample-data
2008-12-24,Nigeria,26.72,550,272,CAF,synthetic://sample-data
2009-06-24,Nigeria,25.1,444,230,CAF,synthetic://sample-data
2009-12-23,Nigeria,25.32,540,664,CAF,synthetic://sample-data
2010-06-23,Nigeria,28.97,507,560,CAF,synthetic://sample-data
2010-12-22,Nigeria,27.02,505,1171,CAF,synthetic://sample-data
2011-06-22,Nigeria,21.0,510,1426,CAF,synthetic://sample-data
2011-12-21,Nigeria,28.57,473,235,CAF,synthetic://sample-data
2012-06-20,Nigeria,27.2,499,566,CAF,synthetic://sample-data
2012-12-19,Nigeria,26.22,515,316,CAF,synthetic://sample-data
2013-06-19,Nigeria,27.23,508,114,CAF,synthetic://sample-data
2013-12-18,Nigeria,25.5,480,643,CAF,synthetic://sample-data
2014-06-18,Nigeria,26.42,517,896,CAF,synthetic://sample-data
2014-12-17,Nigeria,24.21,435,919,CAF,synthetic://sample-data
2015-06-17,Nigeria,23.43,487,1686,CAF,synthetic://sample-data
2015-12-16,Nigeria,25.62,561,628,CAF,synthetic://sample-data
2016-06-15,Nigeria,24.25,510,938,CAF,synthetic://sample-data
2016-12-14,Nigeria,27.49,511,158,CAF,synthetic://sample-data
2017-06-14,Nigeria,25.56,462,550,CAF,synthetic://sample-data
2017-12-13,Nigeria,26.19,477,902,CAF,synthetic://sample-data
2018-06-13,Nigeria,25.86,463,1039,CAF,synthetic://sample-data
2018-12-12,Nigeria,23.48,485,498,CAF,synthetic://sample-data
2019-06-12,Nigeria,25.81,477,530,CAF,synthetic://sample-data
2019-12-11,Nigeria,28.23,489,843,CAF,synthetic://sample-data
2020-06-10,Nigeria,27.3,378,311,CAF,synthetic://sample-data
2020-12-09,Nigeria,26.68,480,660,CAF,synthetic://sample-data
2021-06-09,Nigeria,28.59,511,988,CAF,synthetic://sample-data
2021-12-08,Nigeria,23.65,500,661,CAF,synthetic://sample-data
2022-06-08,Nigeria,25.2,552,665,CAF,synthetic://sample-data
2022-12-07,Nigeria,25.45,404,528,CAF,synthetic://sample-data
2023-06-07,Nigeria,25.61,474,175,CAF,synthetic://sample-data
2023-12-06,Nigeria,25.51,536,396,CAF,synthetic://sample-data
2024-06-05,Nigeria,24.58,541,238,CAF,synthetic://sample-data
2024-12-04,Nigeria,23.9,457,271,CAF,synthetic://sample-data
2025-06-04,Nigeria,26.5,521,1173,CAF,synthetic://sample-data
2025-12-03,Nigeria,24.39,550,1222,CAF,synthetic://sample-data
2003-01-01,Norway,26.36,612,461,CONCACAF,synthetic://sample-data
2003-07-02,Norway,26.49,648,505,CONCACAF,synthetic://sample-data
2003-12-31,Norway,26.1,620,977,CONCACAF,synthetic://sample-data
2004-06-30,Norway,28.85,682,1973,CONCACAF,synthetic://sample-data
2004-12-29,Norway,26.12,566,558,CONCACAF,synthetic://sample-data
2005-06-29,Norway,26.73,610,302,CONCACAF,synthetic://sample-data
2005-12-28,Norway,25.94,617,831,CONCACAF,synthetic://sample-data
2006-06-28,Norway,26.79,591,1545,CONCACAF,synthetic://sample-data
2006-12-27,Norway,28.01,593,215,CONCACAF,synthetic://sample-data
2007-06-27,Norway,26.84,665,719,CONCACAF,synthetic://sample-data
2007-12-26,Norway,29.03,577,683,CONCACAF,synthetic://sample-data
2008-06-25,Norway,27.35,617,405,CONCACAF,synthetic://sample-data
2008-12-24,Norway,27.58,620,194,CONCACAF,synthetic://sample-data
2009-06-24,Norway,25.05,639,341,CONCACAF,synthetic://sample-data
2009-12-23,Norway,24.97,587,624,CONCACAF,synthetic://sample-data
2010-06-23,Norway,28.74,619,773,CONCACAF,synthetic://sample-data
2010-12-22,Norway,26.18,694,352,CONCACAF,synthetic://sample-data
2011-06-22,Norway,27.58,599,405,CONCACAF,synthetic://sample-data
2011-12-21,Norway,27.61,571,738,CONCACAF,synthetic://sample-data
2012-06-20,Norway,24.7,645,461,CONCACAF,synthetic://sample-data
2012-12-19,Norway,24.91,625,688,CONCACAF,synthetic://sample-data
2013-06-19,Norway,25.53,599,789,CONCACAF,synthetic://sample-data
2013-12-18,Norway,24.11,585,355,CONCACAF,synthetic://sample-data
2014-06-18,Norway,26.79,667,334,CONCACAF,synthetic://sample-data
2014-12-17,Norway,23.06,661,611,CONCACAF,synthetic://sample-data
2015-06-17,Norway,24.69,667,1033,CONCACAF,synthetic://sample-data
2015-12-16,Norway,22.81,589,1356,CONCACAF,synthetic://sample-data
2016-06-15,Norway,23.73,628,727,CONCACAF,synthetic://sample-data
2016-12-14,Norway,23.48,607,395,CONCACAF,synthetic://sample-data
2017-06-14,Norway,27.2,706,312,CONCACAF,synthetic://sample-data
2017-12-13,Norway,25.62,613,179,CONCACAF,synthetic://sample-data
2018-06-13,Norway,24.21,656,517,CONCACAF,synthetic://sample-data
2018-12-12,Norway,28.14,559,912,CONCACAF,synthetic://sample-data
2019-06-12,Norway,26.44,630,560,CONCACAF,synthetic://sample-data
2019-12-11,Norway,25.46,665,648,CONCACAF,synthetic://sample-data
2020-06-10,Norway,27.22,686,1028,CONCACAF,synthetic://sample-data
2020-12-09,Norway,27.14,601,149,CONCACAF,synthetic://sample-data
2021-06-09,Norway,25.32,616,1150,CONCACAF,synthetic://sample-data
2021-12-08,Norway,24.86,600,1178,CONCACAF,synthetic://sample-data
2022-06-08,Norway,22.07,694,328,CONCACAF,synthetic://sample-data
2022-12-07,Norway,28.99,569,813,CONCACAF,synthetic://sample-data
2023-06-07,Norway,26.88,592,585,CONCACAF,synthetic://sample-data
2023-12-06,Norway,25.59,604,1099,CONCACAF,synthetic://sample-data
2024-06-05,Norway,26.74,646,383,CONCACAF,synthetic://sample-data
2024-12-04,Norway,28.98,678,1451,CONCACAF,synthetic://sample-data
2025-06-04,Norway,26.9,628,771,CONCACAF,synthetic://sample-data
2025-12-03,Norway,27.84,618,193,CONCACAF,synthetic://sample-data
2003-01-01,Panama,30.48,330,487,CONMEBOL,synthetic://sample-data
2003-07-02,Panama,28.24,268,448,CONMEBOL,synthetic://sample-data
2003-12-31,Panama,26.11,347,721,CONMEBOL,synthetic://sample-data
2004-06-30,Panama,23.24,265,837,CONMEBOL,synthetic://sample-data
2004-12-29,Panama,26.13,316,668,CONMEBOL,synthetic://sample-data
2005-06-29,Panama,28.0,294,1511,CONMEBOL,synthetic://sample-data
2005-12-28,Panama,26.7,277,463,CONMEBOL,synthetic://sample-data
2006-06-28,Panama,23.35,286,610,CONMEBOL,synthetic://sample-data
2006-12-27,Panama,23.9,299,555,CONMEBOL,synthetic://sample-data
2007-06-27,Panama,26.41,304,308,CONMEBOL,synthetic://sample-data
2007-12-26,Panama,26.54,286,613,CONMEBOL,synthetic://sample-data
2008-06-25,Panama,23.44,329,317,CONMEBOL,synthetic://sample-data
2008-12-24,Panama,25.02,335,1129,CONMEBOL,synthetic://sample-data
2009-06-24,Panama,26.73,328,700,CONMEBOL,synthetic://sample-data
2009-12-23,Panama,24.93,281,1097,CONMEBOL,synthetic://sample-data
2010-06-23,Panama,24.99,309,645,CONMEBOL,synthetic://sample-data
2010-12-22,Panama,24.67,319,516,CONMEBOL,synthetic://sample-data
2011-06-22,Panama,29.15,294,810,CONMEBOL,synthetic://sample-data
2011-12-21,Panama,26.65,231,662,CONMEBOL,synthetic://sample-data
2012-06-20,Panama,23.86,301,1300,CONMEBOL,synthetic://sample-data
2012-12-19,Panama,27.0,306,224,CONMEBOL,synthetic://sample-data
2013-06-19,Panama,22.59,277,213,CONMEBOL,synthetic://sample-data
2013-12-18,Panama,23.66,338,408,CONMEBOL,synthetic://sample-data
2014-06-18,Panama,29.24,261,364,CONMEBOL,synthetic://sample-data
2014-12-17,Panama,25.88,372,208,CONMEBOL,synthetic://sample-data
2015-06-17,Panama,26.24,203,1238,CONMEBOL,synthetic://sample-data
2015-12-16,Panama,25.94,321,202,CONMEBOL,synthetic://sample-data
2016-06-15,Panama,25.01,289,300,CONMEBOL,synthetic://sample-data
2016-12-14,Panama,27.41,333,515,CONMEBOL,synthetic://sample-data
2017-06-14,Panama,25.73,320,419,CONMEBOL,synthetic://sample-data
2017-12-13,Panama,25.21,210,1219,CONMEBOL,synthetic://sample-data
2018-06-13,Panama,27.75,263,1224,CONMEBOL,synthetic://sample-data
2018-12-12,Panama,26.11,303,872,CONMEBOL,synthetic://sample-data
2019-06-12,Panama,27.15,344,245,CONMEBOL,synthetic://sample-data
2019-12-11,Panama,26.55,344,1064,CONMEBOL,synthetic://sample-data
2020-06-10,Panama,22.43,366,414,CONMEBOL,synthetic://sample-data
2020-12-09,Panama,27.01,303,812,CONMEBOL,synthetic://sample-data
2021-06-09,Panama,25.7,319,1153,CONMEBOL,synthetic://sample-data
2021-12-08,Panama,27.1,309,778,CONMEBOL,synthetic://sample-data
2022-06-08,Panama,22.92,274,479,CONMEBOL,synthetic://sample-data
2022-12-07,Panama,23.12,254,177,CONMEBOL,synthetic://sample-data
2023-06-07,Panama,28.81,285,802,CONMEBOL,synthetic://sample-data
2023-12-06,Panama,26.89,290,711,CONMEBOL,synthetic://sample-data
2024-06-05,Panama,25.38,260,593,CONMEBOL,synthetic://sample-data
2024-12-04,Panama,21.88,357,600,CONMEBOL,synthetic://sample-data
2025-06-04,Panama,24.23,321,259,CONMEBOL,synthetic://sample-data
2025-12-03,Panama,23.96,363,1015,CONMEBOL,synthetic://sample-data
2003-01-01,Peru,24.61,334,1038,UEFA,synthetic://sample-data
2003-07-02,Peru,24.84,353,363,UEFA,synthetic://sample-data
2003-12-31,Peru,25.17,441,602,UEFA,synthetic://sample-data
2004-06-30,Peru,25.53,380,644,UEFA,synthetic://sample-data
2004-12-29,Peru,21.22,392,1177,UEFA,synthetic://sample-data
2005-06-29,Peru,26.02,333,651,UEFA,synthetic://sample-data
2005-12-28,Peru,27.42,358,1069,UEFA,synthetic://sample-data
2006-06-28,Peru,26.28,372,420,UEFA,synthetic://sample-data
2006-12-27,Peru,24.5,348,438,UEFA,synthetic://sample-data
2007-06-27,Peru,25.9,359,425,UEFA,synthetic://sample-data
2007-12-26,Peru,26.04,354,1212,UEFA,synthetic://sample-data
2008-06-25,Peru,27.7,368,407,UEFA,synthetic://sample-data
2008-12-24,Peru,26.31,343,487,UEFA,synthetic://sample-data
2009-06-24,Peru,25.16,356,494,UEFA,synthetic://sample-data
2009-12-23,Peru,25.9,433,845,UEFA,synthetic://sample-data
2010-06-23,Peru,24.38,420,244,UEFA,synthetic://sample-data
2010-12-22,Peru,23.26,369,196,UEFA,synthetic://sample-data
2011-06-22,Peru,25.37,389,629,UEFA,synthetic://sample-data
2011-12-21,Peru,26.3,399,275,UEFA,synthetic://sample-data
2012-06-20,Peru,23.95,366,830,UEFA,synthetic://sample-data
2012-12-19,Peru,25.37,394,1265,UEFA,synthetic://sample-data
2013-06-19,Peru,27.49,381,1022,UEFA,synthetic://sample-data
2013-12-18,Peru,25.64,339,321,UEFA,synthetic://sample-data
2014-06-18,Peru,24.32,356,1242,UEFA,synthetic://sample-data
2014-12-17,Peru,25.38,377,125,UEFA,synthetic://sample-data
2015-06-17,Peru,27.04,339,631,UEFA,synthetic://sample-data
2015-12-16,Peru,24.44,364,158,UEFA,synthetic://sample-data
2016-06-15,Peru,22.12,455,384,UEFA,synthetic://sample-data
2016-12-14,Peru,24.55,339,1165,UEFA,synthetic://sample-data
2017-06-14,Peru,25.68,405,765,UEFA,synthetic://sample-data
2017-12-13,Peru,26.57,432,322,UEFA,synthetic://sample-data
2018-06-13,Peru,24.29,352,691,UEFA,synthetic://sample-data
2018-12-12,Peru,25.58,352,725,UEFA,synthetic://sample-data
2019-06-12,Peru,29.21,357,332,UEFA,synthetic://sample-data
2019-12-11,Peru,22.45,384,620,UEFA,synthetic://sample-data
2020-06-10,Peru,25.33,318,256,UEFA,synthetic://sample-data
2020-12-09,Peru,27.71,389,173,UEFA,synthetic://sample-data
2021-06-09,Peru,24.62,356,547,UEFA,synthetic://sample-data
2021-12-08,Peru,23.74,323,1607,UEFA,synthetic://sample-data
2022-06-08,Peru,24.11,331,802,UEFA,synthetic://sample-data
2022-12-07,Peru,27.24,342,239,UEFA,synthetic://sample-data
2023-06-07,Peru,25.47,313,842,UEFA,synthetic://sample-data
2023-12-06,Peru,25.02,375,311,UEFA,synthetic://sample-data
2024-06-05,Peru,27.61,378,477,UEFA,synthetic://sample-data
2024-12-04,Peru,26.31,366,302,UEFA,synthetic://sample-data
2025-06-04,Peru,26.71,440,839,UEFA,synthetic://sample-data
2025-12-03,Peru,24.03,332,116,UEFA,synthetic://sample-data
2003-01-01,Poland,27.21,502,1609,AFC,synthetic://sample-data
2003-07-02,Poland,26.22,501,803,AFC,synthetic://sample-data
2003-12-31,Poland,27.11,500,815,AFC,synthetic://sample-data
2004-06-30,Poland,27.49,435,582,AFC,synthetic://sample-data
2004-12-29,Poland,24.28,524,424,AFC,synthetic://sample-data
2005-06-29,Poland,23.93,504,1400,AFC,synthetic://sample-data
2005-12-28,Poland,25.94,462,470,AFC,synthetic://sample-data
2006-06-28,Poland,28.2,481,431,AFC,synthetic://sample-data
2006-12-27,Poland,21.99,551,512,AFC,synthetic://sample-data
2007-06-27,Poland,26.89,477,417,AFC,synthetic://sample-data
2007-12-26,Poland,24.38,538,2103,AFC,synthetic://sample-data
2008-06-25,Poland,23.22,548,362,AFC,synthetic://sample-data
2008-12-24,Poland,27.13,498,416,AFC,synthetic://sample-data
2009-06-24,Poland,29.03,504,273,AFC,synthetic://sample-data
2009-12-23,Poland,23.88,560,928,AFC,synthetic://sample-data
2010-06-23,Poland,25.11,528,888,AFC,synthetic://sample-data
2010-12-22,Poland,27.39,508,404,AFC,synthetic://sample-data
2011-06-22,Poland,23.28,499,958,AFC,synthetic://sample-data
2011-12-21,Poland,23.15,550,413,AFC,synthetic://sample-data
2012-06-20,Poland,28.27,471,714,AFC,synthetic://sample-data
2012-12-19,Poland,27.33,505,605,AFC,synthetic://sample-data
2013-06-19,Poland,28.15,553,912,AFC,synthetic://sample-data
2013-12-18,Poland,29.65,493,316,AFC,synthetic://sample-data
2014-06-18,Poland,25.5,451,118,AFC,synthetic://sample-data
2014-12-17,Poland,26.15,464,276,AFC,synthetic://sample-data
2015-06-17,Poland,24.09,457,439,AFC,synthetic://sample-data
2015-12-16,Poland,27.36,440,220,AFC,synthetic://sample-data
2016-06-15,Poland,25.98,541,1677,AFC,synthetic://sample-data
2016-12-14,Poland,27.03,495,618,AFC,synthetic://sample-data
2017-06-14,Poland,23.68,514,253,AFC,synthetic://sample-data
2017-12-13,Poland,23.67,445,266,AFC,synthetic://sample-data
2018-06-13,Poland,25.0,497,601,AFC,synthetic://sample-data
2018-12-12,Poland,27.88,433,818,AFC,synthetic://sample-data
2019-06-12,Poland,26.67,494,737,AFC,synthetic://sample-data
2019-12-11,Poland,25.88,442,452,AFC,synthetic://sample-data
2020-06-10,Poland,26.11,527,608,AFC,synthetic://sample-data
2020-12-09,Poland,27.85,541,610,AFC,synthetic://sample-data
2021-06-09,Poland,27.42,502,380,AFC,synthetic://sample-data
2021-12-08,Poland,25.81,496,428,AFC,synthetic://sample-data
2022-06-08,Poland,25.16,430,620,AFC,synthetic://sample-data
2022-12-07,Poland,25.14,450,667,AFC,synthetic://sample-data
2023-06-07,Poland,24.14,508,708,AFC,synthetic://sample-data
2023-12-06,Poland,28.81,466,94,AFC,synthetic://sample-data
2024-06-05,Poland,28.11,481,938,AFC,synthetic://sample-data
2024-12-04,Poland,29.14,477,724,AFC,synthetic://sample-data
2025-06-04,Poland,28.46,517,869,AFC,synthetic://sample-data
2025-12-03,Poland,26.24,492,993,AFC,synthetic://sample-data
2003-01-01,Portugal,25.93,1013,702,CAF,synthetic://sample-data
2003-07-02,Portugal,24.87,1029,556,CAF,synthetic://sample-data
2003-12-31,Portugal,24.35,1096,424,CAF,synthetic://sample-data
2004-06-30,Portugal,28.55,1047,322,CAF,synthetic://sample-data
2004-12-29,Portugal,25.15,1018,1020,CAF,synthetic://sample-data
2005-06-29,Portugal,25.25,1089,230,CAF,synthetic://sample-data
2005-12-28,Portugal,25.61,981,762,CAF,synthetic://sample-data
2006-06-28,Portugal,25.05,998,692,CAF,synthetic://sample-data
2006-12-27,Portugal,26.47,1051,421,CAF,synthetic://sample-data
2007-06-27,Portugal,24.31,1082,458,CAF,synthetic://sample-data
2007-12-26,Portugal,24.8,1017,784,CAF,synthetic://sample-data
2008-06-25,Portugal,25.84,1038,30,CAF,synthetic://sample-data
2008-12-24,Portugal,26.49,1073,614,CAF,synthetic://sample-data
2009-06-24,Portugal,22.94,979,496,CAF,synthetic://sample-data
2009-12-23,Portugal,23.15,1029,1422,CAF,synthetic://sample-data
2010-06-23,Portugal,30.12,1102,578,CAF,synthetic://sample-data
2010-12-22,Portugal,26.05,1005,396,CAF,synthetic://sample-data
2011-06-22,Portugal,28.19,1053,446,CAF,synthetic://sample-data
2011-12-21,Portugal,28.01,1001,1255,CAF,synthetic://sample-data
2012-06-20,Portugal,26.79,1059,247,CAF,synthetic://sample-data
2012-12-19,Portugal,26.3,1001,460,CAF,synthetic://sample-data
2013-06-19,Portugal,26.98,1045,365,CAF,synthetic://sample-data
2013-12-18,Portugal,23.04,1059,269,CAF,synthetic://sample-data
2014-06-18,Portugal,26.16,1031,737,CAF,synthetic://sample-data
2014-12-17,Portugal,26.16,1019,1008,CAF,synthetic://sample-data
2015-06-17,Portugal,28.39,977,287,CAF,synthetic://sample-data
2015-12-16,Portugal,26.28,1092,563,CAF,synthetic://sample-data
2016-06-15,Portugal,27.76,1027,152,CAF,synthetic://sample-data
2016-12-14,Portugal,25.4,1036,467,CAF,synthetic://sample-data
2017-06-14,Portugal,25.68,1072,640,CAF,synthetic://sample-data
2017-12-13,Portugal,23.55,1004,791,CAF,synthetic://sample-data
2018-06-13,Portugal,25.94,1010,590,CAF,synthetic://sample-data
2018-12-12,Portugal,22.79,1043,821,CAF,synthetic://sample-data
2019-06-12,Portugal,24.12,1053,216,CAF,synthetic://sample-data
2019-12-11,Portugal,24.14,1031,673,CAF,synthetic://sample-data
2020-06-10,Portugal,23.71,1063,825,CAF,synthetic://sample-data
2020-12-09,Portugal,24.73,996,2088,CAF,synthetic://sample-data
2021-06-09,Portugal,26.71,1085,726,CAF,synthetic://sample-data
2021-12-08,Portugal,25.4,1032,486,CAF,synthetic://sample-data
2022-06-08,Portugal,25.58,1039,930,CAF,synthetic://sample-data
2022-12-07,Portugal,24.95,992,815,CAF,synthetic://sample-data
2023-06-07,Portugal,24.94,1017,1848,CAF,synthetic://sample-data
2023-12-06,Portugal,26.32,1053,584,CAF,synthetic://sample-data
2024-06-05,Portugal,25.33,1065,1668,CAF,synthetic://sample-data
2024-12-04,Portugal,24.85,1139,858,CAF,synthetic://sample-data
2025-06-04,Portugal,22.95,1038,314,CAF,synthetic://sample-data
2025-12-03,Portugal,26.86,1055,208,CAF,synthetic://sample-data
2003-01-01,Qatar,27.09,293,619,CONCACAF,synthetic://sample-data
2003-07-02,Qatar,27.93,191,294,CONCACAF,synthetic://sample-data
2003-12-31,Qatar,25.76,227,358,CONCACAF,synthetic://sample-data
2004-06-30,Qatar,23.14,208,220,CONCACAF,synthetic://sample-data
2004-12-29,Qatar,26.25,261,163,CONCACAF,synthetic://sample-data
2005-06-29,Qatar,24.91,266,707,CONCACAF,synthetic://sample-data
2005-12-28,Qatar,24.24,277,356,CONCACAF,synthetic://sample-data
2006-06-28,Qatar,26.53,312,417,CONCACAF,synthetic://sample-data
2006-12-27,Qatar,26.73,227,572,CONCACAF,synthetic://sample-data
2007-06-27,Qatar,26.99,248,415,CONCACAF,synthetic://sample-data
2007-12-26,Qatar,24.01,206,353,CONCACAF,synthetic://sample-data
2008-06-25,Qatar,24.01,201,824,CONCACAF,synthetic://sample-data
2008-12-24,Qatar,24.67,245,177,CONCACAF,synthetic://sample-data
2009-06-24,Qatar,25.61,321,1092,CONCACAF,synthetic://sample-data
2009-12-23,Qatar,23.39,209,359,CONCACAF,synthetic://sample-data
2010-06-23,Qatar,26.86,287,94,CONCACAF,synthetic://sample-data
2010-12-22,Qatar,27.79,222,734,CONCACAF,synthetic://sample-data
2011-06-22,Qatar,23.79,213,907,CONCACAF,synthetic://sample-data
2011-12-21,Qatar,26.01,183,219,CONCACAF,synthetic://sample-data
2012-06-20,Qatar,25.25,242,479,CONCACAF,synthetic://sample-data
2012-12-19,Qatar,23.05,249,1000,CONCACAF,synthetic://sample-data
2013-06-19,Qatar,26.42,249,765,CONCACAF,synthetic://sample-data
2013-12-18,Qatar,25.29,294,1810,CONCACAF,synthetic://sample-data
2014-06-18,Qatar,28.48,201,720,CONCACAF,synthetic://sample-data
2014-12-17,Qatar,27.04,281,317,CONCACAF,synthetic://sample-data
2015-06-17,Qatar,22.85,275,30,CONCACAF,synthetic://sample-data
2015-12-16,Qatar,24.94,219,891,CONCACAF,synthetic://sample-data
2016-06-15,Qatar,24.04,248,1076,CONCACAF,synthetic://sample-data
2016-12-14,Qatar,24.19,255,614,CONCACAF,synthetic://sample-data
2017-06-14,Qatar,31.32,237,638,CONCACAF,synthetic://sample-data
2017-12-13,Qatar,24.24,200,279,CONCACAF,synthetic://sample-data
2018-06-13,Qatar,27.78,242,412,CONCACAF,synthetic://sample-data
2018-12-12,Qatar,26.62,214,881,CONCACAF,synthetic://sample-data
2019-06-12,Qatar,29.14,233,477,CONCACAF,synthetic://sample-data
2019-12-11,Qatar,25.86,230,683,CONCACAF,synthetic://sample-data
2020-06-10,Qatar,28.36,243,281,CONCACAF,synthetic://sample-data
2020-12-09,Qatar,27.68,215,892,CONCACAF,synthetic://sample-data
2021-06-09,Qatar,30.1,297,567,CONCACAF,synthetic://sample-data
2021-12-08,Qatar,26.01,170,373,CONCACAF,synthetic://sample-data
2022-06-08,Qatar,27.03,204,412,CONCACAF,synthetic://sample-data
2022-12-07,Qatar,27.42,235,1078,CONCACAF,synthetic://sample-data
2023-06-07,Qatar,24.56,234,1362,CONCACAF,synthetic://sample-data
2023-12-06,Qatar,26.65,306,485,CONCACAF,synthetic://sample-data
2024-06-05,Qatar,29.27,276,894,CONCACAF,synthetic://sample-data
2024-12-04,Qatar,25.27,203,199,CONCACAF,synthetic://sample-data
2025-06-04,Qatar,29.04,189,365,CONCACAF,synthetic://sample-data
2025-12-03,Qatar,26.11,194,217,CONCACAF,synthetic://sample-data
2003-01-01,Saudi Arabia,28.18,323,681,CONMEBOL,synthetic://sample-data
2003-07-02,Saudi Arabia,26.26,344,373,CONMEBOL,synthetic://sample-data
2003-12-31,Saudi Arabia,24.91,357,325,CONMEBOL,synthetic://sample-data
2004-06-30,Saudi Arabia,25.24,346,718,CONMEBOL,synthetic://sample-data
2004-12-29,Saudi Arabia,27.35,364,156,CONMEBOL,synthetic://sample-data
2005-06-29,Saudi Arabia,24.8,385,1056,CONMEBOL,synthetic://sample-data
2005-12-28,Saudi Arabia,26.91,370,393,CONMEBOL,synthetic://sample-data
2006-06-28,Saudi Arabia,26.3,326,467,CONMEBOL,synthetic://sample-data
2006-12-27,Saudi Arabia,28.18,398,228,CONMEBOL,synthetic://sample-data
2007-06-27,Saudi Arabia,24.76,372,702,CONMEBOL,synthetic://sample-data
2007-12-26,Saudi Arabia,26.0,336,140,CONMEBOL,synthetic://sample-data
2008-06-25,Saudi Arabia,23.42,340,1095,CONMEBOL,synthetic://sample-data
